,player,total_workers,total_army,fraction,winner,replay_filename
1436,LiquidTLO,78,9850,Z,1,replays/firstRun\8a4fdb9990b04194b52b741f53393804.SC2Replay
1437,Nice,33,425,P,0,replays/firstRun\8a5141dd21ef47709120ac94c5e3d3df.SC2Replay
1438,ShoWTimE,44,2125,P,1,replays/firstRun\8a5141dd21ef47709120ac94c5e3d3df.SC2Replay
1439,MightyKiwi,55,9450,Z,1,replays/firstRun\8a61c136b3b04639b361b4ff70ed48ce.SC2Replay
1440,PandaBearMe,56,6400,Z,0,replays/firstRun\8a61c136b3b04639b361b4ff70ed48ce.SC2Replay
1441,Nerchio,73,5650,Z,0,replays/firstRun\8a6588f9ca76474aa94d70fc7e2ed61e.SC2Replay
1442,Scarlett,66,8550,Z,1,replays/firstRun\8a6588f9ca76474aa94d70fc7e2ed61e.SC2Replay
1443,Stats,65,1200,P,1,replays/firstRun\8a67be074d774eeb8b80b1074ef395a8.SC2Replay
1444,Dana,67,4850,Z,0,replays/firstRun\8a67be074d774eeb8b80b1074ef395a8.SC2Replay
1445,Harstem,70,1250,P,1,replays/firstRun\8a68dcb706fc4af5a1017550a19bae09.SC2Replay
1446,AxImpact,66,7875,Z,0,replays/firstRun\8a68dcb706fc4af5a1017550a19bae09.SC2Replay
1447,liquidthermy,25,200,T,0,replays/firstRun\8a6c476cb5b04162a7212d6396d0e41a.SC2Replay
1448,Guru,36,2150,Z,1,replays/firstRun\8a6c476cb5b04162a7212d6396d0e41a.SC2Replay
1449,OGZest,23,375,P,1,replays/firstRun\8a6cd3f7e5b443ca9cab7b5fc01bed17.SC2Replay
1450,Kas,27,1425,T,0,replays/firstRun\8a6cd3f7e5b443ca9cab7b5fc01bed17.SC2Replay
1451,Kas,32,775,T,0,replays/firstRun\8a83a36c05fe4a9888ea550157ea915c.SC2Replay
1452,soO,35,1125,Z,1,replays/firstRun\8a83a36c05fe4a9888ea550157ea915c.SC2Replay
1453,liquidthermy,25,0,P,1,replays/firstRun\8a83c111ee5343298dfd5ed0424128dc.SC2Replay
1454,Zanster,21,850,Z,0,replays/firstRun\8a83c111ee5343298dfd5ed0424128dc.SC2Replay
1455,Pokebunny,25,350,T,0,replays/firstRun\8a9945f24dc84fefb3461d7f1f6a098a.SC2Replay
1456,TLO,27,1300,Z,1,replays/firstRun\8a9945f24dc84fefb3461d7f1f6a098a.SC2Replay
1457,Mana,27,1400,P,1,replays/firstRun\8ad0af70dba54f848bdabda1582e7000.SC2Replay
1458,Raze,24,250,P,0,replays/firstRun\8ad0af70dba54f848bdabda1582e7000.SC2Replay
1459,HeRoMaRinE,61,3300,T,0,replays/firstRun\8b0af0c5cc8240d5968f432b35cc335e.SC2Replay
1460,Zest,64,1400,P,1,replays/firstRun\8b0af0c5cc8240d5968f432b35cc335e.SC2Replay
1461,Ghost,61,3725,T,1,replays/firstRun\8b10a15ed94b468f870ad5dd3abb3d6c.SC2Replay
1462,Alexander,50,2575,T,0,replays/firstRun\8b10a15ed94b468f870ad5dd3abb3d6c.SC2Replay
1463,Maru,31,2000,T,0,replays/firstRun\8b15d1aaf7bd4906a2af0c002ef618e5.SC2Replay
1464,INnoVation,36,1475,T,1,replays/firstRun\8b15d1aaf7bd4906a2af0c002ef618e5.SC2Replay
1465,JonSnow,37,2025,Z,1,replays/firstRun\8b5ff7a3e1ec421eb2653e6a9ec8a9de.SC2Replay
1466,Zanster,50,1800,Z,0,replays/firstRun\8b5ff7a3e1ec421eb2653e6a9ec8a9de.SC2Replay
1467,Bonkarooni,60,1200,P,0,replays/firstRun\8b811ec4d6104d74b378121a50c09786.SC2Replay
1468,ZenedoR,53,2825,Z,1,replays/firstRun\8b811ec4d6104d74b378121a50c09786.SC2Replay
1469,Soulkey,79,4700,Z,1,replays/firstRun\8b88ec1ccc6b48deb46d23cd2f579210.SC2Replay
1470,Polt,47,2475,T,0,replays/firstRun\8b88ec1ccc6b48deb46d23cd2f579210.SC2Replay
1471,MaNa,44,1450,P,1,replays/firstRun\8bac755f57944520b5a8cac898609e85.SC2Replay
1472,Has,48,1075,P,0,replays/firstRun\8bac755f57944520b5a8cac898609e85.SC2Replay
1473,GOStephano,59,6425,Z,0,replays/firstRun\8bb2203cbbab42fabcde720bf34d00fa.SC2Replay
1474,Zest,54,2100,P,1,replays/firstRun\8bb2203cbbab42fabcde720bf34d00fa.SC2Replay
1475,Pono,19,800,Z,1,replays/firstRun\8bbd7fd233f041c09332f84a7477d966.SC2Replay
1476,benttwig,21,600,Z,0,replays/firstRun\8bbd7fd233f041c09332f84a7477d966.SC2Replay
1477,Crow,27,1425,Z,0,replays/firstRun\8bc981aa005d48459f20f9d62dfe535d.SC2Replay
1478,NoRegreT,23,1100,Z,1,replays/firstRun\8bc981aa005d48459f20f9d62dfe535d.SC2Replay
1479,LiquidSnute,57,2175,Z,0,replays/firstRun\8be463927b8840d7ba5e82dabc86d4cb.SC2Replay
1480,lllIIIIllll,53,2550,P,1,replays/firstRun\8be463927b8840d7ba5e82dabc86d4cb.SC2Replay
1481,ByuN,25,800,T,1,replays/firstRun\8c03f998ef5d41dba07ede7703b106ab.SC2Replay
1482,Lilbow,35,525,P,0,replays/firstRun\8c03f998ef5d41dba07ede7703b106ab.SC2Replay
1483,TLO,70,7025,Z,1,replays/firstRun\8c319cdaa6e44d1c9269ec15cb4fe520.SC2Replay
1484,MaNa,71,1600,P,0,replays/firstRun\8c319cdaa6e44d1c9269ec15cb4fe520.SC2Replay
1485,ShoWTimE,30,1900,P,1,replays/firstRun\8c31a4069cbf451f9b7f9dd49790a1ca.SC2Replay
1486,DnS,24,1250,P,0,replays/firstRun\8c31a4069cbf451f9b7f9dd49790a1ca.SC2Replay
1487,Harstem,69,975,P,1,replays/firstRun\8c8170da4acd4ceb80c3590f29e155ea.SC2Replay
1488,Bunny,60,5100,T,0,replays/firstRun\8c8170da4acd4ceb80c3590f29e155ea.SC2Replay
1489,Denver,62,8050,Z,0,replays/firstRun\8c9893ca2b4f4c5da7880b5806bbc0cb.SC2Replay
1490,Stephano,64,6550,Z,1,replays/firstRun\8c9893ca2b4f4c5da7880b5806bbc0cb.SC2Replay
1491,hydra,81,5275,Z,1,replays/firstRun\8cadc4be888e448e82035c6cca1901e9.SC2Replay
1492,HuK,69,2300,P,0,replays/firstRun\8cadc4be888e448e82035c6cca1901e9.SC2Replay
1493,ByuN,50,4950,T,1,replays/firstRun\8cae86a3cbc54030852d591769cd485e.SC2Replay
1494,Stats,61,2250,P,0,replays/firstRun\8cae86a3cbc54030852d591769cd485e.SC2Replay
1495,Snute,39,2950,Z,1,replays/firstRun\8cb2e2382dd947efa3847903a951432c.SC2Replay
1496,Elazer,27,3450,Z,0,replays/firstRun\8cb2e2382dd947efa3847903a951432c.SC2Replay
1497,LiquidMaNa,55,1425,P,0,replays/firstRun\8cc5b1eacfa54ce591a0014f16f82f97.SC2Replay
1498,Elazer,70,9200,Z,1,replays/firstRun\8cc5b1eacfa54ce591a0014f16f82f97.SC2Replay
1499,Serral,19,1525,Z,0,replays/firstRun\8ccff03666fd48a58927a11332225e3e.SC2Replay
1500,Nerchio,24,1200,Z,1,replays/firstRun\8ccff03666fd48a58927a11332225e3e.SC2Replay
1501,Harstem,45,2850,P,0,replays/firstRun\8ce88f78e6644cf9b81cfc314f60f70e.SC2Replay
1502,Neeb,54,1100,P,1,replays/firstRun\8ce88f78e6644cf9b81cfc314f60f70e.SC2Replay
1503,SortOf,41,1700,Z,1,replays/firstRun\8cfc67d6aec44845be4728364ce41bea.SC2Replay
1504,Zanster,30,2475,Z,0,replays/firstRun\8cfc67d6aec44845be4728364ce41bea.SC2Replay
1505,DnS,73,3100,P,1,replays/firstRun\8d076e18b35b4523b41ae7555d3e76c7.SC2Replay
1506,SpeCial,74,8775,T,0,replays/firstRun\8d076e18b35b4523b41ae7555d3e76c7.SC2Replay
1507,Bunny,30,500,T,0,replays/firstRun\8d13364ad23a4e7c8e0d9bd94644215f.SC2Replay
1508,HellraiseR,37,625,P,1,replays/firstRun\8d13364ad23a4e7c8e0d9bd94644215f.SC2Replay
1509,Elazer,47,2225,Z,1,replays/firstRun\8d18f5c424c74c65998055d9bf0aca2a.SC2Replay
1510,TSGSolar,36,3950,Z,0,replays/firstRun\8d18f5c424c74c65998055d9bf0aca2a.SC2Replay
1511,ShaDoWn,35,100,P,1,replays/firstRun\8d3d612383204d0a8b0ee674bb37fc01.SC2Replay
1512,Semper,26,1475,T,0,replays/firstRun\8d3d612383204d0a8b0ee674bb37fc01.SC2Replay
1513,FeaR,42,525,P,0,replays/firstRun\8d56707e328847c4be34d32a048b41c6.SC2Replay
1514,aLive,40,1450,T,1,replays/firstRun\8d56707e328847c4be34d32a048b41c6.SC2Replay
1515,TRUE,65,7775,Z,0,replays/firstRun\8d5a714e03864f2ab9ab54da8effef7c.SC2Replay
1516,Nerchio,65,7400,Z,1,replays/firstRun\8d5a714e03864f2ab9ab54da8effef7c.SC2Replay
1517,LiquidSnute,75,5225,Z,0,replays/firstRun\8d5a821c697b4a1395089ea503776006.SC2Replay
1518,DnS,68,1925,P,1,replays/firstRun\8d5a821c697b4a1395089ea503776006.SC2Replay
1519,Geralt,45,100,P,1,replays/firstRun\8d9d3d9eccdb4705973309eb5827c152.SC2Replay
1520,Patience,45,1900,P,0,replays/firstRun\8d9d3d9eccdb4705973309eb5827c152.SC2Replay
1521,SpeCial,64,7125,T,0,replays/firstRun\8e02cb7360bf4289975a69563fa56408.SC2Replay
1522,Serral,75,11325,Z,1,replays/firstRun\8e02cb7360bf4289975a69563fa56408.SC2Replay
1523,PiLiPiLi,62,2050,P,1,replays/firstRun\8e214ee853cc4e5e969953f9a610936b.SC2Replay
1524,Dayshi,57,3475,T,0,replays/firstRun\8e214ee853cc4e5e969953f9a610936b.SC2Replay
1525,Lambo,40,1950,Z,1,replays/firstRun\8e26dee15aa145e3bbd9effca276fee9.SC2Replay
1526,Elroye,41,2200,Z,0,replays/firstRun\8e26dee15aa145e3bbd9effca276fee9.SC2Replay
1527,Neeb,72,3225,P,1,replays/firstRun\8e401cdad8734d3982b3f6e53d78fa4d.SC2Replay
1528,intense,69,6700,T,0,replays/firstRun\8e401cdad8734d3982b3f6e53d78fa4d.SC2Replay
1529,Zest,46,1575,P,1,replays/firstRun\8e4b28d95c154d40af5bf9abac5cedb4.SC2Replay
1530,NightEnD,41,750,P,0,replays/firstRun\8e4b28d95c154d40af5bf9abac5cedb4.SC2Replay
1531,PartinG,50,900,P,0,replays/firstRun\8e52342e71fb4238aab17eb8178de2c3.SC2Replay
1532,GOStephano,50,3850,Z,1,replays/firstRun\8e52342e71fb4238aab17eb8178de2c3.SC2Replay
1533,niceq,71,6500,T,0,replays/firstRun\8e55a7cca3e34d61a541f5667996f84d.SC2Replay
1534,ParanOid,68,7250,Z,1,replays/firstRun\8e55a7cca3e34d61a541f5667996f84d.SC2Replay
1535,ShoWTimE,55,2275,P,1,replays/firstRun\8e605bb4c599455f8c8948bf44d3acdf.SC2Replay
1536,Kelazhur,48,5300,T,0,replays/firstRun\8e605bb4c599455f8c8948bf44d3acdf.SC2Replay
1537,Harstem,56,1300,P,1,replays/firstRun\8e72245ed00349698cc89d14b9d5218c.SC2Replay
1538,Neuro,56,2425,Z,0,replays/firstRun\8e72245ed00349698cc89d14b9d5218c.SC2Replay
1539,Stephano,56,4325,Z,1,replays/firstRun\8e7a06dc0db44ac08147e8c802147191.SC2Replay
1540,Zest,56,1300,P,0,replays/firstRun\8e7a06dc0db44ac08147e8c802147191.SC2Replay
1541,Kelazhur,64,1325,T,1,replays/firstRun\8ed42efacf8e4151a556cf282c296155.SC2Replay
1542,Namshar,68,2525,Z,0,replays/firstRun\8ed42efacf8e4151a556cf282c296155.SC2Replay
1543,Neeb,53,1775,P,0,replays/firstRun\8ed830810ba1458b8c066b7fcf072e5b.SC2Replay
1544,uThermal,44,1675,T,1,replays/firstRun\8ed830810ba1458b8c066b7fcf072e5b.SC2Replay
1545,Denver,56,2175,Z,1,replays/firstRun\8ede37e630574828bf9b0da887634237.SC2Replay
1546,Hjax,47,1100,P,0,replays/firstRun\8ede37e630574828bf9b0da887634237.SC2Replay
1547,DnS,20,350,P,1,replays/firstRun\8f03f478806c4aafa8c3eeb9ecbd3877.SC2Replay
1548,Frontstab,21,350,P,0,replays/firstRun\8f03f478806c4aafa8c3eeb9ecbd3877.SC2Replay
1549,NonY,39,275,P,1,replays/firstRun\8f1543c93fed485bbb8dcffae6178f29.SC2Replay
1550,Pono,34,750,Z,0,replays/firstRun\8f1543c93fed485bbb8dcffae6178f29.SC2Replay
1551,Harstem,40,2150,P,1,replays/firstRun\8f224dbf06384fd6953b2db1e692059c.SC2Replay
1552,Gauss,38,1125,P,0,replays/firstRun\8f224dbf06384fd6953b2db1e692059c.SC2Replay
1553,SouLeer,25,1350,Z,0,replays/firstRun\8f2cebe417bb4b3dba82df01577efb75.SC2Replay
1554,llllllllllll,41,675,P,1,replays/firstRun\8f2cebe417bb4b3dba82df01577efb75.SC2Replay
1555,SortOf,55,8100,Z,1,replays/firstRun\8f3c6281a20d4d4d9aa90e10c1f1f8aa.SC2Replay
1556,RlSky,66,11175,Z,0,replays/firstRun\8f3c6281a20d4d4d9aa90e10c1f1f8aa.SC2Replay
1557,EnvyusViolet,44,2250,Z,1,replays/firstRun\8f4838468601450fb1b53800549f0a3c.SC2Replay
1558,iGXiGua,37,2825,Z,0,replays/firstRun\8f4838468601450fb1b53800549f0a3c.SC2Replay
1559,TLO,21,200,Z,1,replays/firstRun\8f5029106f244504b62264b1ee6f6ade.SC2Replay
1560,Alexander,17,50,T,0,replays/firstRun\8f5029106f244504b62264b1ee6f6ade.SC2Replay
1561,Patience,18,0,P,1,replays/firstRun\8f5391c4305044918e590bd88e23d289.SC2Replay
1562,Zest,21,0,P,0,replays/firstRun\8f5391c4305044918e590bd88e23d289.SC2Replay
1563,MaNa,72,2825,P,0,replays/firstRun\8f5764683e42422f91a9272e0666bb16.SC2Replay
1564,Serral,81,5925,Z,1,replays/firstRun\8f5764683e42422f91a9272e0666bb16.SC2Replay
1565,ShoWTimE,56,3350,P,0,replays/firstRun\8f608d27cb4841dbb4a7f3a778d3cadc.SC2Replay
1566,AxImpact,62,10925,Z,1,replays/firstRun\8f608d27cb4841dbb4a7f3a778d3cadc.SC2Replay
1567,SortOf,77,5650,Z,1,replays/firstRun\8f6878f637614450b99836e38661f07a.SC2Replay
1568,Time,53,2825,T,0,replays/firstRun\8f6878f637614450b99836e38661f07a.SC2Replay
1569,Erik,50,2950,Z,0,replays/firstRun\8f89f0b011214e3fab67ee2601309001.SC2Replay
1570,Cham,40,3050,Z,1,replays/firstRun\8f89f0b011214e3fab67ee2601309001.SC2Replay
1571,GOStephano,16,700,Z,1,replays/firstRun\8f986cbdf630480db21fdb7fd85ce356.SC2Replay
1572,lIIllllIIlll,17,300,T,0,replays/firstRun\8f986cbdf630480db21fdb7fd85ce356.SC2Replay
1573,LiquidMaNa,62,4275,P,1,replays/firstRun\8fae19b31cd742e6afc048dc022271f6.SC2Replay
1574,Patience,67,3900,P,0,replays/firstRun\8fae19b31cd742e6afc048dc022271f6.SC2Replay
1575,Bly,18,400,Z,1,replays/firstRun\8fb4b493c5334046a1a8c50ff2ec0a7f.SC2Replay
1576,Seventy,22,225,P,0,replays/firstRun\8fb4b493c5334046a1a8c50ff2ec0a7f.SC2Replay
1577,SortOf,63,3775,Z,0,replays/firstRun\8ffc4ef391814bf6a785d792d0771dc3.SC2Replay
1578,PiLiPiLi,67,3875,P,1,replays/firstRun\8ffc4ef391814bf6a785d792d0771dc3.SC2Replay
1579,HeroMarine,71,4425,T,0,replays/firstRun\9a1b70241cf244c49461976df013ca88.SC2Replay
1580,soO,75,5850,Z,1,replays/firstRun\9a1b70241cf244c49461976df013ca88.SC2Replay
1581,JimRising,35,2450,Z,0,replays/firstRun\9a1bc03ed51c439287318e080e6a0dff.SC2Replay
1582,Light,51,1950,T,1,replays/firstRun\9a1bc03ed51c439287318e080e6a0dff.SC2Replay
1583,daydrA,37,1575,Z,1,replays/firstRun\9a562e86ad81475ca11a842a04c0fd53.SC2Replay
1584,Nistic,26,1625,Z,0,replays/firstRun\9a562e86ad81475ca11a842a04c0fd53.SC2Replay
1585,TLO,53,2550,Z,1,replays/firstRun\9a6058b4175c45208aed0bc8abda5260.SC2Replay
1586,AlienViruz,33,1300,T,0,replays/firstRun\9a6058b4175c45208aed0bc8abda5260.SC2Replay
1587,Bly,21,575,Z,1,replays/firstRun\9a60f3a2607341239aafe6609f095727.SC2Replay
1588,EnDerr,13,600,Z,0,replays/firstRun\9a60f3a2607341239aafe6609f095727.SC2Replay
1589,Namshar,48,1250,Z,1,replays/firstRun\9a6c4bcbcba04d20bdc122f68833968d.SC2Replay
1590,Elazer,53,1300,Z,0,replays/firstRun\9a6c4bcbcba04d20bdc122f68833968d.SC2Replay
1591,RaiN,12,0,P,0,replays/firstRun\9a71ea61fa4b48deaeadfc66c5a2f2c0.SC2Replay
1592,Oobios,12,100,Z,1,replays/firstRun\9a71ea61fa4b48deaeadfc66c5a2f2c0.SC2Replay
1593,TIME,50,975,T,1,replays/firstRun\9a8173b47bb0467d8762b5cff5e4e1f0.SC2Replay
1594,iGiA,48,3100,Z,0,replays/firstRun\9a8173b47bb0467d8762b5cff5e4e1f0.SC2Replay
1595,Kelazhur,30,1100,T,1,replays/firstRun\9a8f31c96ba1411d95ca3b4d9f6e7600.SC2Replay
1596,Dolan,29,600,T,0,replays/firstRun\9a8f31c96ba1411d95ca3b4d9f6e7600.SC2Replay
1597,Scarlett,60,1975,Z,0,replays/firstRun\9aa6195bae824820985cdae5de186b68.SC2Replay
1598,TIME,47,625,T,1,replays/firstRun\9aa6195bae824820985cdae5de186b68.SC2Replay
1599,Lambo,66,6700,Z,1,replays/firstRun\9ab689b42ff448c0ab5fd77f46b72d9f.SC2Replay
1600,soO,63,8225,Z,0,replays/firstRun\9ab689b42ff448c0ab5fd77f46b72d9f.SC2Replay
1601,Zest,55,1700,P,1,replays/firstRun\9aba6756accb49008c4c48e5d39b0925.SC2Replay
1602,Stats,54,2300,P,0,replays/firstRun\9aba6756accb49008c4c48e5d39b0925.SC2Replay
1603,ShoWTimE,66,6330,P,1,replays/firstRun\9ac435bfcde846cc99659c3382e08b34.SC2Replay
1604,Neeb,79,3950,P,0,replays/firstRun\9ac435bfcde846cc99659c3382e08b34.SC2Replay
1605,Snute,63,16650,Z,0,replays/firstRun\9ac9ec7ed92746fabd5a18b6d76ca7f5.SC2Replay
1606,Has,75,13380,P,1,replays/firstRun\9ac9ec7ed92746fabd5a18b6d76ca7f5.SC2Replay
1607,ByuN,50,4700,T,0,replays/firstRun\9ada818a551749e1b6337f4b71485fc3.SC2Replay
1608,Ryung,51,4725,T,1,replays/firstRun\9ada818a551749e1b6337f4b71485fc3.SC2Replay
1609,Serral,67,1975,Z,1,replays/firstRun\9adbee9d739c4f72953c8b33ce7274ee.SC2Replay
1610,ShoWTimE,61,1600,P,0,replays/firstRun\9adbee9d739c4f72953c8b33ce7274ee.SC2Replay
1611,Rose,18,500,Z,0,replays/firstRun\9b042352c766453ea8573153ebefb9d2.SC2Replay
1612,Fist,14,800,Z,1,replays/firstRun\9b042352c766453ea8573153ebefb9d2.SC2Replay
1613,puCK,67,1850,P,0,replays/firstRun\9b0ba86a5ea14d26ae2fac2d1b0ed4a4.SC2Replay
1614,CMStormPolt,60,4325,T,1,replays/firstRun\9b0ba86a5ea14d26ae2fac2d1b0ed4a4.SC2Replay
1615,McMonroe,67,4400,Z,0,replays/firstRun\9b105fce006f42a9966448b096440bc2.SC2Replay
1616,Optimus,68,2800,T,1,replays/firstRun\9b105fce006f42a9966448b096440bc2.SC2Replay
1617,Hydra,14,750,Z,1,replays/firstRun\9b146555ef3f411697c089a68ae2e5d2.SC2Replay
1618,Elazer,21,350,Z,0,replays/firstRun\9b146555ef3f411697c089a68ae2e5d2.SC2Replay
1619,HeroMarine,47,850,T,0,replays/firstRun\9b294cd3bfde45f6aeeeb95d20f55dcf.SC2Replay
1620,Elazer,61,2000,Z,1,replays/firstRun\9b294cd3bfde45f6aeeeb95d20f55dcf.SC2Replay
1621,HuK,40,475,P,1,replays/firstRun\9b2d3e7c87d64a30ae895d4eb0aa3033.SC2Replay
1622,PiG,60,2000,Z,0,replays/firstRun\9b2d3e7c87d64a30ae895d4eb0aa3033.SC2Replay
1623,soul,46,1650,T,1,replays/firstRun\9b4d1dc54edc41509ef30ca5f21286a6.SC2Replay
1624,MightyKiwi,44,3100,Z,0,replays/firstRun\9b4d1dc54edc41509ef30ca5f21286a6.SC2Replay
1625,Scarlett,61,8025,Z,0,replays/firstRun\9b6967fe29024236a10c8de66d46f218.SC2Replay
1626,Serral,67,7375,Z,1,replays/firstRun\9b6967fe29024236a10c8de66d46f218.SC2Replay
1627,Serral,12,100,Z,1,replays/firstRun\9b74f9262fad45d3a439056855cce1c6.SC2Replay
1628,SpeCial,13,0,T,0,replays/firstRun\9b74f9262fad45d3a439056855cce1c6.SC2Replay
1629,TRUE,57,10875,Z,1,replays/firstRun\9b7946a8a8f0462ebcf3517675926a1b.SC2Replay
1630,Bails,69,2325,P,0,replays/firstRun\9b7946a8a8f0462ebcf3517675926a1b.SC2Replay
1631,Lambo,89,9850,Z,1,replays/firstRun\9b8b4a0c28f845aba08c60150e4509fc.SC2Replay
1632,LiquidMaNa,84,4825,P,0,replays/firstRun\9b8b4a0c28f845aba08c60150e4509fc.SC2Replay
1633,Clem,40,1475,T,0,replays/firstRun\9b96b80b7df04b74ba22d6d1fd497ac2.SC2Replay
1634,Harstem,55,2175,P,1,replays/firstRun\9b96b80b7df04b74ba22d6d1fd497ac2.SC2Replay
1635,SpeCial,61,5300,T,0,replays/firstRun\9bb98682b78646fdb5fe58fcbfcaf72a.SC2Replay
1636,Neeb,61,2675,P,1,replays/firstRun\9bb98682b78646fdb5fe58fcbfcaf72a.SC2Replay
1637,PtitDrogo,44,800,P,1,replays/firstRun\9bcddb48eaff491596168c383a0fbc51.SC2Replay
1638,Reynor,47,1300,Z,0,replays/firstRun\9bcddb48eaff491596168c383a0fbc51.SC2Replay
1639,Happy,64,4950,T,1,replays/firstRun\9beb608cd9cf4be0937007e54b4fb1b2.SC2Replay
1640,LiquidMaNa,63,900,P,0,replays/firstRun\9beb608cd9cf4be0937007e54b4fb1b2.SC2Replay
1641,MaNa,50,900,P,1,replays/firstRun\9bff4ba444ab4433a45bf31b97a4bb2d.SC2Replay
1642,ViBE,55,2200,Z,0,replays/firstRun\9bff4ba444ab4433a45bf31b97a4bb2d.SC2Replay
1643,Creature,62,6150,P,0,replays/firstRun\9c0ec84030d7478a8b7a90c948aa2c73.SC2Replay
1644,Mokomi,56,6850,P,1,replays/firstRun\9c0ec84030d7478a8b7a90c948aa2c73.SC2Replay
1645,Snute,76,8300,Z,1,replays/firstRun\9c25a986c8894c49b733ff4147626223.SC2Replay
1646,Has,81,7175,P,0,replays/firstRun\9c25a986c8894c49b733ff4147626223.SC2Replay
1647,MightyKiwi,36,1875,Z,1,replays/firstRun\9c3310ecdea5434588e79fc3a04da1e7.SC2Replay
1648,ZergGirl,22,1825,Z,0,replays/firstRun\9c3310ecdea5434588e79fc3a04da1e7.SC2Replay
1649,INnoVation,66,6575,T,1,replays/firstRun\9c799a8a4b3f4660b31e7d106c3302b6.SC2Replay
1650,Dark,78,12675,Z,0,replays/firstRun\9c799a8a4b3f4660b31e7d106c3302b6.SC2Replay
1651,TYTY,35,1975,T,1,replays/firstRun\9cc45102cd744647ba53ba8ffbeac615.SC2Replay
1652,llllllllllll,44,375,P,0,replays/firstRun\9cc45102cd744647ba53ba8ffbeac615.SC2Replay
