,player,total_workers,total_army,fraction,winner,replay_filename
334,Daydreamer,16,0,P,1,replays/firstRun\1c4d9cf9acc342e59425bafc68fa1a85.SC2Replay
335,CMStormPolt,54,1550,T,0,replays/firstRun\1c6aec5dca4c43c98139fdb25708b580.SC2Replay
336,Lambo,66,3475,Z,1,replays/firstRun\1c6aec5dca4c43c98139fdb25708b580.SC2Replay
337,Harstem,23,1150,P,1,replays/firstRun\1c8d9376e9b742dda20fe1b55c020398.SC2Replay
338,TheoRy,27,450,P,0,replays/firstRun\1c8d9376e9b742dda20fe1b55c020398.SC2Replay
339,Namshar,52,2650,Z,1,replays/firstRun\1c99d9883ee24295978bbc1aa1b8f42f.SC2Replay
340,ShoWTimE,52,1775,P,0,replays/firstRun\1c99d9883ee24295978bbc1aa1b8f42f.SC2Replay
341,Kelazhur,57,2000,T,1,replays/firstRun\1c9cd774e5d6456a815c3f2cfd2e34f5.SC2Replay
342,SortOf,65,2225,Z,0,replays/firstRun\1c9cd774e5d6456a815c3f2cfd2e34f5.SC2Replay
343,Hydra,68,5875,Z,1,replays/firstRun\1cb1de799b5b4f25b8655046b1ca32be.SC2Replay
344,Neeb,68,3500,P,0,replays/firstRun\1cb1de799b5b4f25b8655046b1ca32be.SC2Replay
345,Nerchio,33,1150,Z,0,replays/firstRun\1cb6660332d440739e4b08c58d95d5a1.SC2Replay
346,viOLet,29,1275,Z,1,replays/firstRun\1cb6660332d440739e4b08c58d95d5a1.SC2Replay
347,iGXiGua,17,725,Z,0,replays/firstRun\1cd389ebb208439b93fb9e168725dee0.SC2Replay
348,ZooWhaleTail,13,1125,Z,1,replays/firstRun\1cd389ebb208439b93fb9e168725dee0.SC2Replay
349,Serral,69,17500,Z,1,replays/firstRun\1cd8cd4dd3b44769bf788d1e1b8c7ff3.SC2Replay
350,TYTY,108,5850,T,0,replays/firstRun\1cd8cd4dd3b44769bf788d1e1b8c7ff3.SC2Replay
351,Dolan,26,450,T,1,replays/firstRun\1ce61a59e12348938a6d8dfdef368b16.SC2Replay
352,mLty,22,100,T,0,replays/firstRun\1ce61a59e12348938a6d8dfdef368b16.SC2Replay
353,PtitDrogo,60,1350,P,0,replays/firstRun\1ced77f0f837453780cf1a509756cb59.SC2Replay
354,Elazer,69,3750,Z,1,replays/firstRun\1ced77f0f837453780cf1a509756cb59.SC2Replay
355,iGJim,41,850,P,0,replays/firstRun\1d35869445214c448e6d743d146b81ed.SC2Replay
356,iGXY,36,1350,T,0,replays/firstRun\1d35869445214c448e6d743d146b81ed.SC2Replay
357,三族统领随机娜,0,0,U,0,replays/firstRun\1d35869445214c448e6d743d146b81ed.SC2Replay
358,iGRushcrazy,0,0,U,0,replays/firstRun\1d35869445214c448e6d743d146b81ed.SC2Replay
359,Petraeus,29,1500,Z,1,replays/firstRun\1d3f744391cf41b1969585894d7e618e.SC2Replay
360,PiG,28,1525,Z,0,replays/firstRun\1d3f744391cf41b1969585894d7e618e.SC2Replay
361,Ziggy,63,7200,T,0,replays/firstRun\1d4bb634294445558b8a83d52f02a799.SC2Replay
362,Matiz,78,11775,Z,1,replays/firstRun\1d4bb634294445558b8a83d52f02a799.SC2Replay
363,ShoWTimE,24,1025,P,0,replays/firstRun\1d4d9bc182074c09a172e3113bacf302.SC2Replay
364,HellraiseR,28,1125,P,1,replays/firstRun\1d4d9bc182074c09a172e3113bacf302.SC2Replay
365,Has,27,450,P,0,replays/firstRun\1d61279d8f2b4aad97498df2bff66547.SC2Replay
366,FireCake,22,825,Z,1,replays/firstRun\1d61279d8f2b4aad97498df2bff66547.SC2Replay
367,HeRoMaRinE,61,2750,T,1,replays/firstRun\1d90500a455e49ddb84ef9df7ffd8f6c.SC2Replay
368,MMA,58,3675,T,0,replays/firstRun\1d90500a455e49ddb84ef9df7ffd8f6c.SC2Replay
369,eonblu,31,900,Z,0,replays/firstRun\1d94bb56a52e485a9ee986c979dcc904.SC2Replay
370,TYTY,28,450,T,1,replays/firstRun\1d94bb56a52e485a9ee986c979dcc904.SC2Replay
371,SortOf,69,3975,Z,0,replays/firstRun\1d9b64ba1e2a418c9b6f12f426a6b098.SC2Replay
372,Lilbow,61,300,P,1,replays/firstRun\1d9b64ba1e2a418c9b6f12f426a6b098.SC2Replay
373,harstem,75,8090,P,1,replays/firstRun\1da98b12f5184c9fae0d8f2e7caf19cd.SC2Replay
374,Denver,64,11675,Z,0,replays/firstRun\1da98b12f5184c9fae0d8f2e7caf19cd.SC2Replay
375,Kelazhur,46,925,T,1,replays/firstRun\1dbbb35390c04fce89aca9353aabddb6.SC2Replay
376,Nerchio,52,1900,Z,0,replays/firstRun\1dbbb35390c04fce89aca9353aabddb6.SC2Replay
377,Elazer,65,4950,Z,1,replays/firstRun\1e18c16aa46d4385985a8f047d8de949.SC2Replay
378,Namshar,68,3900,Z,0,replays/firstRun\1e18c16aa46d4385985a8f047d8de949.SC2Replay
379,Elazer,47,4150,Z,0,replays/firstRun\1e444807f6f64e4890862cb3ecea573d.SC2Replay
380,Scarlett,46,3375,Z,1,replays/firstRun\1e444807f6f64e4890862cb3ecea573d.SC2Replay
381,RiSky,81,6300,Z,1,replays/firstRun\1e4a3cfef7ae45e58cc705317f0efd03.SC2Replay
382,Drager,66,4775,P,0,replays/firstRun\1e4a3cfef7ae45e58cc705317f0efd03.SC2Replay
383,MaSa,44,1550,T,1,replays/firstRun\1e4af065e15f4cb8ae262f53b42bb8cd.SC2Replay
384,SirRobin,54,1925,Z,0,replays/firstRun\1e4af065e15f4cb8ae262f53b42bb8cd.SC2Replay
385,LiquidSnute,63,9400,Z,1,replays/firstRun\1e4fd9e70cf14f999ac2ba8a0f88267f.SC2Replay
386,JJAKJI,69,7900,T,0,replays/firstRun\1e4fd9e70cf14f999ac2ba8a0f88267f.SC2Replay
387,aAaMiNiMaTh,69,10175,Z,0,replays/firstRun\1e6b314a4b0f4f639a5b552f491c3570.SC2Replay
388,qbeN,74,2700,P,1,replays/firstRun\1e6b314a4b0f4f639a5b552f491c3570.SC2Replay
389,SpeCial,45,1275,T,1,replays/firstRun\1e8636d151df4b9cbe55b5fd9480e58e.SC2Replay
390,Crimson,40,2550,Z,0,replays/firstRun\1e8636d151df4b9cbe55b5fd9480e58e.SC2Replay
391,Neuro,19,650,Z,0,replays/firstRun\1e88354516274132afee0e93d451af91.SC2Replay
392,daydrA,21,950,Z,1,replays/firstRun\1e88354516274132afee0e93d451af91.SC2Replay
393,BLY,59,6750,Z,1,replays/firstRun\1e975f3a076240a29be9ca952fa0eaa0.SC2Replay
394,LiquidSnute,78,4600,Z,0,replays/firstRun\1e975f3a076240a29be9ca952fa0eaa0.SC2Replay
395,SpeCial,63,3575,T,1,replays/firstRun\1ebc123279f24fb1b82a96a7fa148c33.SC2Replay
396,Crimson,66,4250,Z,0,replays/firstRun\1ebc123279f24fb1b82a96a7fa148c33.SC2Replay
397,doudou,69,4725,T,0,replays/firstRun\1ecdae615d8b488aaceb098e50962b80.SC2Replay
398,Psmoonsun,69,6125,P,0,replays/firstRun\1ecdae615d8b488aaceb098e50962b80.SC2Replay
399,PsRush,0,0,U,0,replays/firstRun\1ecdae615d8b488aaceb098e50962b80.SC2Replay
400,开局要打鸡儿盒饭,0,0,U,0,replays/firstRun\1ecdae615d8b488aaceb098e50962b80.SC2Replay
401,iaguz,65,3975,T,1,replays/firstRun\1ed8b67104194ffdbc124c9387d4ee77.SC2Replay
402,TooDming,78,3550,Z,0,replays/firstRun\1ed8b67104194ffdbc124c9387d4ee77.SC2Replay
403,Bunny,52,850,T,1,replays/firstRun\1eddbeb4741f409b8fcb2f6247f1c3ad.SC2Replay
404,YoGo,34,2675,Z,0,replays/firstRun\1eddbeb4741f409b8fcb2f6247f1c3ad.SC2Replay
405,ZhuGeLiang,48,2350,Z,1,replays/firstRun\1edf7ec6a2b54990b5db82fabac72afa.SC2Replay
406,HuShang,46,525,P,0,replays/firstRun\1edf7ec6a2b54990b5db82fabac72afa.SC2Replay
407,PandaBearMe,32,1275,Z,1,replays/firstRun\1ee8b1d201b245b2bd3b66f083c05217.SC2Replay
408,Livibee,31,900,Z,0,replays/firstRun\1ee8b1d201b245b2bd3b66f083c05217.SC2Replay
409,Elazer,41,5125,Z,1,replays/firstRun\1f1e5655301944fc944fdd82c431e491.SC2Replay
410,Hydra,47,3400,Z,0,replays/firstRun\1f1e5655301944fc944fdd82c431e491.SC2Replay
411,Nice,41,975,P,1,replays/firstRun\1f4f7c98f2e84270a76f429589c6dcbd.SC2Replay
412,Expect,41,750,T,0,replays/firstRun\1f4f7c98f2e84270a76f429589c6dcbd.SC2Replay
413,TRUE,14,1500,Z,1,replays/firstRun\1f5ee72f332e44a39de1ae18b2caf03a.SC2Replay
414,TLO,17,1400,Z,0,replays/firstRun\1f5ee72f332e44a39de1ae18b2caf03a.SC2Replay
415,liquidthermy,22,700,P,0,replays/firstRun\1f7c024be5a74f539ffe3ae41c1ac448.SC2Replay
416,FanTaSy,21,950,T,1,replays/firstRun\1f7c024be5a74f539ffe3ae41c1ac448.SC2Replay
417,SortOf,50,1800,Z,1,replays/firstRun\1fbef47a3d2746958b31cf243683af39.SC2Replay
418,PiLiPiLi,38,450,P,0,replays/firstRun\1fbef47a3d2746958b31cf243683af39.SC2Replay
419,MaSa,45,2275,T,0,replays/firstRun\1ff246d9ac8b4573b2e8171ff0a78f5c.SC2Replay
420,Neeb,65,1050,P,1,replays/firstRun\1ff246d9ac8b4573b2e8171ff0a78f5c.SC2Replay
421,Lambo,31,2525,Z,0,replays/firstRun\2a1af91059cb4acf982e4e9399a51c98.SC2Replay
422,TSGSolar,42,1800,Z,1,replays/firstRun\2a1af91059cb4acf982e4e9399a51c98.SC2Replay
423,FireCake,12,100,Z,0,replays/firstRun\2a27a859360c41368de7e092f0a9e422.SC2Replay
424,Polt,12,0,T,1,replays/firstRun\2a27a859360c41368de7e092f0a9e422.SC2Replay
425,Elazer,74,10450,Z,0,replays/firstRun\2a8eccd4656a4fcc80b5a047c397895c.SC2Replay
426,Serral,67,9850,Z,1,replays/firstRun\2a8eccd4656a4fcc80b5a047c397895c.SC2Replay
427,FireCake,35,4350,Z,0,replays/firstRun\2aa95638cbbb444489fc6ff677f747a4.SC2Replay
428,Polt,51,1725,T,1,replays/firstRun\2aa95638cbbb444489fc6ff677f747a4.SC2Replay
429,Lambo,66,4250,Z,1,replays/firstRun\2abab53d5a684e45b56814fa6a3dc8f8.SC2Replay
430,Harstem,64,1975,P,0,replays/firstRun\2abab53d5a684e45b56814fa6a3dc8f8.SC2Replay
431,Pokebunny,42,1400,T,0,replays/firstRun\2af9e5f6230f4e9091c7079df8b52629.SC2Replay
432,BLY,50,3375,Z,1,replays/firstRun\2af9e5f6230f4e9091c7079df8b52629.SC2Replay
433,HuT,71,7325,T,0,replays/firstRun\2afa55343f4f41ccbd1bea1f66b110c8.SC2Replay
434,JonSnow,80,7625,Z,1,replays/firstRun\2afa55343f4f41ccbd1bea1f66b110c8.SC2Replay
435,Serral,40,1550,Z,1,replays/firstRun\2afbc4f19cfd40dda6d69cea7dde0034.SC2Replay
436,soO,42,1450,Z,0,replays/firstRun\2afbc4f19cfd40dda6d69cea7dde0034.SC2Replay
437,ShoWTimE,23,500,P,0,replays/firstRun\2affedb13c2a4034b734228ec8242cdd.SC2Replay
438,Stats,28,950,P,1,replays/firstRun\2affedb13c2a4034b734228ec8242cdd.SC2Replay
439,Pure,40,775,P,0,replays/firstRun\2b170598d0854fc69035c408c2104682.SC2Replay
440,Cuddlebear,37,700,T,1,replays/firstRun\2b170598d0854fc69035c408c2104682.SC2Replay
441,SortOf,55,2450,Z,1,replays/firstRun\2b6961a7655d460484f2eb1c48d13f19.SC2Replay
442,ShahriarDeMi,41,1050,T,0,replays/firstRun\2b6961a7655d460484f2eb1c48d13f19.SC2Replay
443,PandaBearMe,17,850,Z,1,replays/firstRun\2b72aab40fa34f2caf25b635de6d18df.SC2Replay
444,Livibee,26,850,Z,0,replays/firstRun\2b72aab40fa34f2caf25b635de6d18df.SC2Replay
445,DnS,45,1800,P,1,replays/firstRun\2b8988e32e0346048fb6e69a744af7c6.SC2Replay
446,Probe,45,975,P,0,replays/firstRun\2b8988e32e0346048fb6e69a744af7c6.SC2Replay
447,ByuN,27,600,T,0,replays/firstRun\2ba02042d4ab48098294e986c3365252.SC2Replay
448,sOs,23,1050,P,1,replays/firstRun\2ba02042d4ab48098294e986c3365252.SC2Replay
449,Rex,57,5375,Z,0,replays/firstRun\2ba0efdff3d84f2a94f7f1f7b62a7ef6.SC2Replay
450,Expect,60,3500,T,1,replays/firstRun\2ba0efdff3d84f2a94f7f1f7b62a7ef6.SC2Replay
451,harstem,71,2850,P,0,replays/firstRun\2ba370c574ca4e59a28a94410e36f27a.SC2Replay
452,Denver,68,5650,Z,1,replays/firstRun\2ba370c574ca4e59a28a94410e36f27a.SC2Replay
453,Nerchio,28,1000,Z,1,replays/firstRun\2bac2fbb28ba459eb569196992acd760.SC2Replay
454,Malcolm,23,1050,Z,0,replays/firstRun\2bac2fbb28ba459eb569196992acd760.SC2Replay
455,PandaBearMe,67,2925,Z,0,replays/firstRun\2bcb2964416f4e0daa84b6c4467180c1.SC2Replay
456,SpeCial,58,3000,T,1,replays/firstRun\2bcb2964416f4e0daa84b6c4467180c1.SC2Replay
457,Sen,43,1150,Z,0,replays/firstRun\2bd1d46d43fa4239b73d92f0adcc65e9.SC2Replay
458,FWHas,44,1175,P,1,replays/firstRun\2bd1d46d43fa4239b73d92f0adcc65e9.SC2Replay
459,Elazer,75,2725,Z,0,replays/firstRun\2bd8afbb5937446dadafcb078d0832f8.SC2Replay
460,Stats,67,1850,P,1,replays/firstRun\2bd8afbb5937446dadafcb078d0832f8.SC2Replay
461,ShoWTimE,67,1700,P,0,replays/firstRun\2bdb4ddcbd47473aabf5c608226303cb.SC2Replay
462,Lambo,69,7475,Z,1,replays/firstRun\2bdb4ddcbd47473aabf5c608226303cb.SC2Replay
463,NWDragon,22,250,T,0,replays/firstRun\2bde4e669be14f7e8a54b1e38d9655b1.SC2Replay
464,Elroye,20,775,Z,1,replays/firstRun\2bde4e669be14f7e8a54b1e38d9655b1.SC2Replay
465,Zanster,77,12000,Z,1,replays/firstRun\2be864a922744b1da4527db41138ff8f.SC2Replay
466,Optimus,64,6775,T,0,replays/firstRun\2be864a922744b1da4527db41138ff8f.SC2Replay
467,TRUE,41,1125,Z,0,replays/firstRun\2c17c3e2137f413dabf93e1fa6a7087a.SC2Replay
468,Nerchio,43,1500,Z,1,replays/firstRun\2c17c3e2137f413dabf93e1fa6a7087a.SC2Replay
469,MaNa,50,1575,P,1,replays/firstRun\2c296855354c479e91e85ac83ff86107.SC2Replay
470,GuMiho,52,4025,T,0,replays/firstRun\2c296855354c479e91e85ac83ff86107.SC2Replay
471,PandaBearMe,74,11175,Z,0,replays/firstRun\2c2d4670dfb34750920df92ab440243f.SC2Replay
472,SpeCial,70,7675,T,1,replays/firstRun\2c2d4670dfb34750920df92ab440243f.SC2Replay
473,Nice,81,10200,P,0,replays/firstRun\2c2d58e059e941fcb3328f1dfd8bff3a.SC2Replay
474,Jig,76,12050,Z,1,replays/firstRun\2c2d58e059e941fcb3328f1dfd8bff3a.SC2Replay
475,SortOf,74,4250,Z,1,replays/firstRun\2c471cab402c4cb1840db077df24ad61.SC2Replay
476,AdminB,53,2100,T,0,replays/firstRun\2c471cab402c4cb1840db077df24ad61.SC2Replay
477,ShoWTimE,47,1250,P,0,replays/firstRun\2c66cfcd88de4ab8aebdd7fb8bd4803c.SC2Replay
478,Harstem,47,1925,P,1,replays/firstRun\2c66cfcd88de4ab8aebdd7fb8bd4803c.SC2Replay
479,Denver,46,1500,Z,1,replays/firstRun\2c6f50c26e954186a518bfaedd37fefb.SC2Replay
480,Hjax,46,975,P,0,replays/firstRun\2c6f50c26e954186a518bfaedd37fefb.SC2Replay
481,eGGz,30,625,Z,0,replays/firstRun\2c7d0c6b665543579b52468715bd6e11.SC2Replay
482,GogojOey,31,1050,Z,1,replays/firstRun\2c7d0c6b665543579b52468715bd6e11.SC2Replay
483,MaNa,77,5200,P,1,replays/firstRun\2c82011ef99347bba01bcf7f88ff83ad.SC2Replay
484,Semper,66,7000,T,0,replays/firstRun\2c82011ef99347bba01bcf7f88ff83ad.SC2Replay
485,Nice,27,750,P,0,replays/firstRun\2c907a631627402691fbcb83e8f91ed2.SC2Replay
486,ShaDoWn,26,1275,P,1,replays/firstRun\2c907a631627402691fbcb83e8f91ed2.SC2Replay
487,Serral,70,6675,Z,1,replays/firstRun\2cadcfb5873042148f27279395d25520.SC2Replay
488,SouLeer,64,6300,Z,0,replays/firstRun\2cadcfb5873042148f27279395d25520.SC2Replay
489,LiquidTLO,13,1050,Z,1,replays/firstRun\2cbff93efb7d4cb89ccb56b5f38efd16.SC2Replay
490,Lambo,20,825,Z,0,replays/firstRun\2cbff93efb7d4cb89ccb56b5f38efd16.SC2Replay
491,Pokebunny,57,3250,T,1,replays/firstRun\2cc6985119ba4468b181fe7fe501febb.SC2Replay
492,UpATree,37,2400,T,0,replays/firstRun\2cc6985119ba4468b181fe7fe501febb.SC2Replay
493,SpeCial,66,3650,T,1,replays/firstRun\2cf39854a86046478390977efe5f7d8f.SC2Replay
494,iAsonu,68,5325,Z,0,replays/firstRun\2cf39854a86046478390977efe5f7d8f.SC2Replay
495,niceUsername,22,250,T,0,replays/firstRun\2d0770c9aa80457fb2c8af2751e5e59d.SC2Replay
496,Caliber,23,375,P,1,replays/firstRun\2d0770c9aa80457fb2c8af2751e5e59d.SC2Replay
497,Neeblet,27,125,P,0,replays/firstRun\2d092d0b9e0e483d958dbbe5bd8ad49a.SC2Replay
498,Guru,20,750,Z,1,replays/firstRun\2d092d0b9e0e483d958dbbe5bd8ad49a.SC2Replay
499,Harstem,69,1950,P,1,replays/firstRun\2d0ec03490ec424e931459ce71b81f32.SC2Replay
500,InZaNe,75,3000,T,0,replays/firstRun\2d0ec03490ec424e931459ce71b81f32.SC2Replay
501,GAMETIME,52,2475,Z,1,replays/firstRun\2d22639b9a424ee9892409bf48872cec.SC2Replay
502,TheoRy,36,575,P,0,replays/firstRun\2d22639b9a424ee9892409bf48872cec.SC2Replay
503,Solar,61,2750,Z,1,replays/firstRun\2d294fec65e54e2baf3f923f8d618a5a.SC2Replay
504,Patience,48,975,P,0,replays/firstRun\2d294fec65e54e2baf3f923f8d618a5a.SC2Replay
505,RiSky,60,8350,Z,1,replays/firstRun\2d3197a2ebde48be8e9b204cb5062db6.SC2Replay
506,eonblu,59,7250,Z,0,replays/firstRun\2d3197a2ebde48be8e9b204cb5062db6.SC2Replay
507,liquidthermy,62,2600,T,1,replays/firstRun\2d323cb2b92045bd9e01c3e465274b2a.SC2Replay
508,SouLeer,61,3150,Z,0,replays/firstRun\2d323cb2b92045bd9e01c3e465274b2a.SC2Replay
509,MaNa,47,1100,P,1,replays/firstRun\2d4195500173413e9fdce4b57d81fefe.SC2Replay
510,MaSa,36,1300,T,0,replays/firstRun\2d4195500173413e9fdce4b57d81fefe.SC2Replay
511,Namshar,34,1375,Z,1,replays/firstRun\2d69008813e842c6aa7bcab577104c87.SC2Replay
512,GAMETIME,35,1225,Z,0,replays/firstRun\2d69008813e842c6aa7bcab577104c87.SC2Replay
513,Neeb,69,2675,P,0,replays/firstRun\2d75507b30804de39d8eb493f80bc3f3.SC2Replay
514,Reynor,83,5450,Z,1,replays/firstRun\2d75507b30804de39d8eb493f80bc3f3.SC2Replay
515,RiSky,50,2725,Z,0,replays/firstRun\2d7eeeb82fb440f791dd877f37b43651.SC2Replay
516,Zest,45,1000,P,1,replays/firstRun\2d7eeeb82fb440f791dd877f37b43651.SC2Replay
517,ShoWTimE,57,1475,P,1,replays/firstRun\2da735b908f245ec95534a359ec8df8f.SC2Replay
518,SpeCial,52,1550,T,0,replays/firstRun\2da735b908f245ec95534a359ec8df8f.SC2Replay
519,PandaBearMe,31,1550,Z,0,replays/firstRun\2daf479a2973486d8d72e7cdca4cb968.SC2Replay
520,MightyKiwi,38,2050,Z,1,replays/firstRun\2daf479a2973486d8d72e7cdca4cb968.SC2Replay
521,Solar,59,3500,Z,0,replays/firstRun\2db252ae226940e7a2c6c14359314d4a.SC2Replay
522,Ryung,54,2425,T,1,replays/firstRun\2db252ae226940e7a2c6c14359314d4a.SC2Replay
523,TLO,69,3200,Z,1,replays/firstRun\2dccd270b2744a0c881e06272c0f9261.SC2Replay
524,PandaBearMe,71,2425,Z,0,replays/firstRun\2dccd270b2744a0c881e06272c0f9261.SC2Replay
525,MCanning,19,400,P,0,replays/firstRun\2de3adb774c5446b9dce40103c16df1a.SC2Replay
526,miwa,28,2425,Z,1,replays/firstRun\2de3adb774c5446b9dce40103c16df1a.SC2Replay
527,Serral,43,1025,Z,0,replays/firstRun\2df167a195084263a6904e0323e6ec97.SC2Replay
528,Lambo,33,1800,Z,1,replays/firstRun\2df167a195084263a6904e0323e6ec97.SC2Replay
529,DisK,39,1000,P,1,replays/firstRun\2e03859d68604b9189834aa3107ec079.SC2Replay
530,Rhizer,31,1675,P,0,replays/firstRun\2e03859d68604b9189834aa3107ec079.SC2Replay
531,LiquidTLO,55,7450,Z,0,replays/firstRun\2e04e1013bc449c3af5d40acb2f80fee.SC2Replay
532,BLY,60,8550,Z,1,replays/firstRun\2e04e1013bc449c3af5d40acb2f80fee.SC2Replay
533,MMA,70,4725,T,1,replays/firstRun\2e0cc8972db341caa6421bc615179167.SC2Replay
534,DeMusliM,65,3975,T,0,replays/firstRun\2e0cc8972db341caa6421bc615179167.SC2Replay
535,HellraiseR,43,350,P,0,replays/firstRun\2e29268d0b9742d48479d465dba225d1.SC2Replay
536,TSGSolar,51,2125,Z,1,replays/firstRun\2e29268d0b9742d48479d465dba225d1.SC2Replay
537,Creature,43,800,P,0,replays/firstRun\2e2e692f870f4bfbb6bf5f4226957087.SC2Replay
538,HuShang,40,1500,P,1,replays/firstRun\2e2e692f870f4bfbb6bf5f4226957087.SC2Replay
539,TooDming,28,775,Z,1,replays/firstRun\2e3ce97c8f7d4f78886143f0a33889e6.SC2Replay
540,xKawaiian,24,300,T,0,replays/firstRun\2e3ce97c8f7d4f78886143f0a33889e6.SC2Replay
541,Lambo,65,11750,Z,1,replays/firstRun\2e3e202d02944fc9bb076f951f0d13e0.SC2Replay
542,PtitDrogo,80,1325,P,0,replays/firstRun\2e3e202d02944fc9bb076f951f0d13e0.SC2Replay
543,thermy,23,50,T,1,replays/firstRun\2e4cdef706434b2db2f95739e829ac2c.SC2Replay
544,Harstem,24,250,P,0,replays/firstRun\2e4cdef706434b2db2f95739e829ac2c.SC2Replay
545,lIIllllIIlll,15,200,T,0,replays/firstRun\2e61a8fb5cb34eb4b811cad56ea13ce2.SC2Replay
546,Solar,17,500,Z,1,replays/firstRun\2e61a8fb5cb34eb4b811cad56ea13ce2.SC2Replay
547,Scarlett,20,550,Z,0,replays/firstRun\2e6b5c4f40f24471bf6b7e18ab88643f.SC2Replay
548,Harstem,21,0,P,1,replays/firstRun\2e6b5c4f40f24471bf6b7e18ab88643f.SC2Replay
549,Bunny,44,1925,T,1,replays/firstRun\2e7c2da5ad164c9da220a5e4a9edd73d.SC2Replay
550,lIIllllIIlll,36,1650,T,0,replays/firstRun\2e7c2da5ad164c9da220a5e4a9edd73d.SC2Replay
551,SortOf,14,1200,Z,0,replays/firstRun\2e7c30c92d0643e9abcd35ea3798fee8.SC2Replay
552,Snute,42,1750,Z,1,replays/firstRun\2e7c30c92d0643e9abcd35ea3798fee8.SC2Replay
553,RlSky,22,550,Z,0,replays/firstRun\2e934781d387472180e8d5c448eb5c17.SC2Replay
554,SouLeer,16,750,Z,1,replays/firstRun\2e934781d387472180e8d5c448eb5c17.SC2Replay
555,DnS,63,1800,P,0,replays/firstRun\2eac3f1dcf6a4df2bb53d5a7073345ed.SC2Replay
556,Serral,68,6850,Z,1,replays/firstRun\2eac3f1dcf6a4df2bb53d5a7073345ed.SC2Replay
557,Serral,38,2525,Z,1,replays/firstRun\2ed70e686039425a9a05bc71019b667d.SC2Replay
558,Elazer,30,3600,Z,0,replays/firstRun\2ed70e686039425a9a05bc71019b667d.SC2Replay
559,Snute,33,1600,Z,1,replays/firstRun\2ed73cdb84264588940c8744b4a1e265.SC2Replay
560,NoRegreT,26,1400,Z,0,replays/firstRun\2ed73cdb84264588940c8744b4a1e265.SC2Replay
561,Nice,21,625,P,1,replays/firstRun\2edb79e1ab5c44e9b0041cb1ab073d85.SC2Replay
562,jheffe,22,250,T,0,replays/firstRun\2edb79e1ab5c44e9b0041cb1ab073d85.SC2Replay
563,iGRushcrazy,46,1625,P,0,replays/firstRun\2f1f08838eb34fcb86791e8ec0c4f8f1.SC2Replay
564,iGXiGua,45,3050,Z,1,replays/firstRun\2f1f08838eb34fcb86791e8ec0c4f8f1.SC2Replay
565,PandaBearMe,12,100,Z,0,replays/firstRun\2f25bb17cd4a461e9589b98aac6177f2.SC2Replay
566,Hymy,12,0,P,1,replays/firstRun\2f25bb17cd4a461e9589b98aac6177f2.SC2Replay
567,liquidthermy,41,2325,P,0,replays/firstRun\2f27c304cc9b471d8baa4182fb4ce786.SC2Replay
568,Patience,40,750,P,1,replays/firstRun\2f27c304cc9b471d8baa4182fb4ce786.SC2Replay
569,Guru,33,1900,Z,1,replays/firstRun\2f45999b1265416180d1ad1749ab3992.SC2Replay
570,Namshar,29,1075,Z,0,replays/firstRun\2f45999b1265416180d1ad1749ab3992.SC2Replay
571,Elazer,44,1875,Z,1,replays/firstRun\2f4e143f91a9435b8d730a30a0a482e6.SC2Replay
572,Stephano,38,3575,Z,0,replays/firstRun\2f4e143f91a9435b8d730a30a0a482e6.SC2Replay
573,Lobo,42,850,P,1,replays/firstRun\2f5002cfe8ad48839a473ed272b0d1c0.SC2Replay
574,StriKE,36,1750,T,0,replays/firstRun\2f5002cfe8ad48839a473ed272b0d1c0.SC2Replay
575,Poizon,24,250,P,0,replays/firstRun\2f782d2001314d5d8db7a6c08db86b57.SC2Replay
576,PtitDrogo,24,550,P,1,replays/firstRun\2f782d2001314d5d8db7a6c08db86b57.SC2Replay
577,Lambo,70,4375,Z,1,replays/firstRun\2f7cbdd74633456aa7d35247f372837b.SC2Replay
578,TIME,67,1700,T,0,replays/firstRun\2f7cbdd74633456aa7d35247f372837b.SC2Replay
579,JonSnow,59,4700,Z,1,replays/firstRun\2f9cd6b10f4b4df39f67ccf43ce23d91.SC2Replay
580,Serral,63,4225,Z,0,replays/firstRun\2f9cd6b10f4b4df39f67ccf43ce23d91.SC2Replay
581,PtitDrogo,48,700,P,0,replays/firstRun\2fa1674800a44407b181c3911d39c35b.SC2Replay
582,MMA,52,1150,T,1,replays/firstRun\2fa1674800a44407b181c3911d39c35b.SC2Replay
583,Stats,60,2000,P,1,replays/firstRun\2fae4dbe36e84c96bb22f366d73e3f83.SC2Replay
584,TYTY,66,4300,T,0,replays/firstRun\2fae4dbe36e84c96bb22f366d73e3f83.SC2Replay
585,Bly,33,1950,Z,1,replays/firstRun\2fbfdfc588124a1696cb403ccf0ad570.SC2Replay
586,DeMusliM,34,850,T,0,replays/firstRun\2fbfdfc588124a1696cb403ccf0ad570.SC2Replay
587,iaguz,64,1450,T,1,replays/firstRun\2fc4b949f7ee42079dff363dbea9ffe6.SC2Replay
588,Petraeus,68,2400,Z,0,replays/firstRun\2fc4b949f7ee42079dff363dbea9ffe6.SC2Replay
589,Cham,64,7850,Z,0,replays/firstRun\2fca6c86f3264a28ad53c326c0f7da16.SC2Replay
590,MDStephano,63,8050,Z,1,replays/firstRun\2fca6c86f3264a28ad53c326c0f7da16.SC2Replay
591,soul,44,1200,T,0,replays/firstRun\2fcff8977ae84c4eb053404e378b1871.SC2Replay
