,player,total_workers,resource_mining,total_army_value,total_army,time,fraction,winner,replay_filename
785,Serral,69,21406,6150,41,684,Z,1,replays/3rdRun\9f12a1bfc0b6428f95378a6c9194b4e7.SC2Replay
786,GOStephano,56,18542,5925,62,574,Z,0,replays/3rdRun\9f2897645a27497fa6730cf71bd0105f.SC2Replay
787,soO,65,29330,7200,58,740,Z,1,replays/3rdRun\9f2897645a27497fa6730cf71bd0105f.SC2Replay
788,ShoWTimE,45,9560,925,6,480,P,0,replays/3rdRun\9f2b621d36af4f01a8e44193018b809c.SC2Replay
789,Neeb,45,12498,1175,6,518,P,1,replays/3rdRun\9f2b621d36af4f01a8e44193018b809c.SC2Replay
790,Elazer,15,2460,700,14,186,Z,1,replays/3rdRun\9f31ee2d5ada4813b793840e5cc1915c.SC2Replay
791,Zanster,20,2193,500,6,185,Z,0,replays/3rdRun\9f31ee2d5ada4813b793840e5cc1915c.SC2Replay
792,TooDming,14,270,100,1,42,Z,1,replays/3rdRun\9f386d9af659498fbc80708f54a26d78.SC2Replay
793,Neeb,15,225,0,0,46,P,0,replays/3rdRun\9f386d9af659498fbc80708f54a26d78.SC2Replay
794,doudou,62,32574,3525,47,765,T,0,replays/3rdRun\9f3b36ec3b3f4494850979e03a495ba8.SC2Replay
795,iGMacSed,63,27990,5650,85,798,Z,0,replays/3rdRun\9f3b36ec3b3f4494850979e03a495ba8.SC2Replay
796,iGXiGua,0,0,0,0,0,U,0,replays/3rdRun\9f3b36ec3b3f4494850979e03a495ba8.SC2Replay
797,开局要打鸡儿盒饭,0,0,0,0,0,U,0,replays/3rdRun\9f3b36ec3b3f4494850979e03a495ba8.SC2Replay
798,Reynor,15,2230,750,16,187,Z,1,replays/3rdRun\9f454ba389444219bd067c49e833df45.SC2Replay
799,Ryu,19,2432,250,4,183,Z,0,replays/3rdRun\9f454ba389444219bd067c49e833df45.SC2Replay
800,诡丶计,68,25120,3350,55,608,Z,0,replays/3rdRun\9f4a976d756545648d5caec6d3f32cd0.SC2Replay
801,iGJim,68,16749,2375,11,599,P,0,replays/3rdRun\9f4a976d756545648d5caec6d3f32cd0.SC2Replay
802,iGRushcrazy,0,0,0,0,0,U,0,replays/3rdRun\9f4a976d756545648d5caec6d3f32cd0.SC2Replay
803,喵帕斯,0,0,0,0,0,U,0,replays/3rdRun\9f4a976d756545648d5caec6d3f32cd0.SC2Replay
804,Nerchio,53,11410,4800,39,615,Z,0,replays/3rdRun\9f527da0068a49bc8669f61824b6454c.SC2Replay
805,Zanster,50,13187,4425,42,612,Z,1,replays/3rdRun\9f527da0068a49bc8669f61824b6454c.SC2Replay
806,Silky,62,89423,11350,83,1035,Z,0,replays/3rdRun\9f69f8cb84b54538bd6540904eaea985.SC2Replay
807,Jig,57,43894,9925,97,1050,Z,1,replays/3rdRun\9f69f8cb84b54538bd6540904eaea985.SC2Replay
808,Bails,37,10907,500,2,430,P,1,replays/3rdRun\9f6f27fc53a245b9848e96c5ba6e476b.SC2Replay
809,jheffe,24,4273,150,2,257,T,0,replays/3rdRun\9f6f27fc53a245b9848e96c5ba6e476b.SC2Replay
810,TRUE,40,9165,4650,62,610,Z,0,replays/3rdRun\9fb5372c60474078a0132929d7f83f10.SC2Replay
811,Nerchio,57,10510,3800,35,609,Z,1,replays/3rdRun\9fb5372c60474078a0132929d7f83f10.SC2Replay
812,LiquidTLO,30,5108,1050,9,340,Z,0,replays/3rdRun\9fbcaa8de7c34d80b0510ee2662f82f5.SC2Replay
813,YoGo,26,4947,675,8,338,Z,0,replays/3rdRun\9fbcaa8de7c34d80b0510ee2662f82f5.SC2Replay
814,iAsonu,68,35634,7300,55,671,Z,0,replays/3rdRun\9fbfc9be2d9041418676ccc8af60b04c.SC2Replay
815,PtitDrogo,64,21904,2450,9,640,P,1,replays/3rdRun\9fbfc9be2d9041418676ccc8af60b04c.SC2Replay
816,PtitDrogo,49,10995,900,6,459,P,0,replays/3rdRun\9fc0ab9a079146ff9ba97c521d82deb9.SC2Replay
817,HeRoMaRinE,47,10738,1900,20,467,T,1,replays/3rdRun\9fc0ab9a079146ff9ba97c521d82deb9.SC2Replay
818,DnS,39,14062,1225,6,463,P,1,replays/3rdRun\9fc6971ebe3044fd88e407e74e159170.SC2Replay
819,llllllllllll,35,12543,875,5,484,P,0,replays/3rdRun\9fc6971ebe3044fd88e407e74e159170.SC2Replay
820,Toodming,33,12129,3950,39,532,Z,0,replays/3rdRun\9fd41c440718489b9aedb158e6c5767b.SC2Replay
821,Dark,43,12174,3850,77,522,Z,1,replays/3rdRun\9fd41c440718489b9aedb158e6c5767b.SC2Replay
