,player,total_workers,resource_mining,total_army_value,total_army,supply,time,fraction,winner,replay_filename
758,MarineLorD,63,19783,2525,40.0,125.0,639,T,0,replays/4thRun\92c2d2ee67884448aa9d3bb495da058a.SC2Replay
759,Harstem,55,21979,2075,24.0,165.0,723,P,0,replays/4thRun\92c40c4ff9bb4b19893d730515603c82.SC2Replay
760,MaSa,44,14496,5325,85.0,150.0,724,T,1,replays/4thRun\92c40c4ff9bb4b19893d730515603c82.SC2Replay
761,eGGz,20,2382,200,0.0,22.0,171,Z,0,replays/4thRun\92d3c5306766485fa92aca362773cde5.SC2Replay
762,Stephano,13,2539,500,6.0,22.0,180,Z,1,replays/4thRun\92d3c5306766485fa92aca362773cde5.SC2Replay
763,Namshar,25,3662,700,6.0,36.0,248,Z,1,replays/4thRun\92e8675f741145679d849061f3027999.SC2Replay
764,Serphim,22,3867,325,4.0,31.0,216,P,0,replays/4thRun\92e8675f741145679d849061f3027999.SC2Replay
765,Bunny,53,15602,1925,30.0,85.0,556,T,1,replays/4thRun\93a61d1ba2674f8caa04c91bc13b1c34.SC2Replay
766,eonblu,59,11925,2375,23.5,90.0,560,Z,0,replays/4thRun\93a61d1ba2674f8caa04c91bc13b1c34.SC2Replay
767,Zanster,57,6350,3350,30.0,106.0,452,Z,1,replays/4thRun\93b401766abd4db4961b757fb93bdbe0.SC2Replay
768,Sevnin,47,11633,650,8.0,70.0,452,P,0,replays/4thRun\93b401766abd4db4961b757fb93bdbe0.SC2Replay
769,Serral,21,3635,825,8.5,36.0,258,Z,0,replays/4thRun\93cd2715d6394ca29d5f87b185db148a.SC2Replay
770,liquidthermy,17,2512,300,3.0,23.0,212,T,1,replays/4thRun\93cd2715d6394ca29d5f87b185db148a.SC2Replay
771,Lambo,12,85,100,0.0,14.0,15,Z,0,replays/4thRun\93d640264b3c4c2586f37f790062f94d.SC2Replay
772,A.I. 1 (Very Easy),13,80,0,0.0,15.0,18,R,1,replays/4thRun\93d640264b3c4c2586f37f790062f94d.SC2Replay
773,DnS,44,7904,1000,12.0,70.0,438,P,1,replays/4thRun\93f312acd48b44f38193711865046d7d.SC2Replay
774,SortOf,46,9976,1300,12.0,58.0,438,Z,0,replays/4thRun\93f312acd48b44f38193711865046d7d.SC2Replay
775,MarineLorD,27,4996,250,4.0,46.0,278,T,1,replays/4thRun\93fbba92abf44fc3b7dd43d2f401fb16.SC2Replay
776,Nerchio,31,3613,850,6.0,44.0,276,Z,0,replays/4thRun\93fbba92abf44fc3b7dd43d2f401fb16.SC2Replay
777,soul,76,36095,5800,86.0,196.0,961,T,0,replays/4thRun\93fe07b0f86e46abb3bd801d69361732.SC2Replay
778,Zanster,79,65532,7650,73.0,174.0,996,Z,1,replays/4thRun\93fe07b0f86e46abb3bd801d69361732.SC2Replay
779,Nerchio,59,20547,11275,141.5,234.0,864,Z,1,replays/4thRun\93fe611c06254c01a3ce85aa31df864e.SC2Replay
780,BLY,62,33534,10700,135.0,208.0,859,Z,0,replays/4thRun\93fe611c06254c01a3ce85aa31df864e.SC2Replay
781,Dark,19,4263,600,7.0,42.0,262,Z,1,replays/4thRun\94a4c62d4bb145de9b35490c08c89454.SC2Replay
782,ShoWTimE,24,3568,500,8.0,46.0,260,P,0,replays/4thRun\94a4c62d4bb145de9b35490c08c89454.SC2Replay
783,lIIllllIIlll,70,23196,4375,69.0,157.0,767,T,1,replays/4thRun\94a8d0362ec24147b34393a517f5b70c.SC2Replay
784,FanTaSy,59,19438,3800,48.0,117.0,658,T,0,replays/4thRun\94a8d0362ec24147b34393a517f5b70c.SC2Replay
785,Nerchio,63,17119,6125,78.5,138.0,705,Z,0,replays/4thRun\94cef2c84cec4490a5e3014b12b584ec.SC2Replay
786,viOLet,63,21002,6375,80.5,186.0,710,Z,1,replays/4thRun\94cef2c84cec4490a5e3014b12b584ec.SC2Replay
787,Namshar,63,16398,5900,65.0,154.0,606,Z,1,replays/4thRun\94e0e6960e0e43f0a254c095991c6bc2.SC2Replay
788,YoGo,41,13773,4050,54.0,114.0,602,Z,0,replays/4thRun\94e0e6960e0e43f0a254c095991c6bc2.SC2Replay
789,Elazer,80,31314,5100,48.0,158.0,692,Z,0,replays/4thRun\94ff55e7ecce4d27a62470c831fc44e3.SC2Replay
790,HeRoMaRinE,76,26665,3850,64.0,157.0,708,T,1,replays/4thRun\94ff55e7ecce4d27a62470c831fc44e3.SC2Replay
791,lIIllllIIlll,23,5153,550,8.0,31.0,276,T,1,replays/4thRun\95b7cf5ae74b4a9fb8b7101139679c53.SC2Replay
792,liquidthermy,23,3212,300,4.0,31.0,227,P,0,replays/4thRun\95b7cf5ae74b4a9fb8b7101139679c53.SC2Replay
793,TLO,46,4780,1550,13.0,74.0,379,Z,1,replays/4thRun\95c2c9721f074844bc7169c8b1cf0693.SC2Replay
794,Alexander,32,6949,700,13.0,62.0,364,T,0,replays/4thRun\95c2c9721f074844bc7169c8b1cf0693.SC2Replay
795,SortOf,61,14599,3450,28.0,114.0,603,Z,0,replays/4thRun\95d4c5658a95470c9421666989461d4b.SC2Replay
796,DnS,62,21708,1225,13.0,117.0,603,P,1,replays/4thRun\95d4c5658a95470c9421666989461d4b.SC2Replay
797,Impact,40,16649,4725,58.5,114.0,569,Z,1,replays/4thRun\95dd60cd75284c85ac77f6a470e633ab.SC2Replay
