,player,total_workers,total_army_value,total_army,time,fraction,winner,replay_filename,resource_consumption,resource_mining
2003,Nerchio,62,9025,85,784,Z,0,replays/3rdRun\41fd180d0fba4da78f83b25dc5bc25bf.SC2Replay,3206.176470588235,19443.2
2004,Neeb,64,2000,7,706,P,1,replays/3rdRun\41fd180d0fba4da78f83b25dc5bc25bf.SC2Replay,3485.714285714286,18073.600000000002
2005,Kelazhur,49,4250,41,685,T,1,replays/3rdRun\42a578c9d09d4328afeb047a38dde890.SC2Replay,2553.6585365853657,13426.000000000002
2006,Optimus,45,3875,35,690,T,0,replays/3rdRun\42a578c9d09d4328afeb047a38dde890.SC2Replay,2360.714285714286,12420.0
2007,AdminC,76,6250,66,758,Z,0,replays/3rdRun\42ea0d7dc8ef427bb921b0f5342c1c3d.SC2Replay,3894.6969696969695,23043.2
2008,MaSa,75,4850,60,748,T,1,replays/3rdRun\42ea0d7dc8ef427bb921b0f5342c1c3d.SC2Replay,3830.8333333333335,22440.0
2009,FeaR,36,675,4,312,P,0,replays/3rdRun\42edc2cc15ab48b4819ee72b639bb1a8.SC2Replay,1968.75,4492.8
2010,DeMusliM,26,650,8,304,T,1,replays/3rdRun\42edc2cc15ab48b4819ee72b639bb1a8.SC2Replay,1381.25,3161.6
2011,Kelazhur,44,3375,37,577,T,1,replays/3rdRun\42fbe2d2c3164a5b9e8afe0f39a659ba.SC2Replay,2291.2162162162163,10155.2
2012,Light,57,2375,24,579,T,0,replays/3rdRun\42fbe2d2c3164a5b9e8afe0f39a659ba.SC2Replay,2948.958333333333,13201.2
2013,Serral,42,2075,24,517,Z,1,replays/3rdRun\43b69dc4ca494e2086e5f472f9e1d40b.SC2Replay,2186.458333333333,8685.6
2014,TooDming,38,2025,47,502,Z,0,replays/3rdRun\43b69dc4ca494e2086e5f472f9e1d40b.SC2Replay,1943.085106382979,7630.400000000001
2015,Lambo,60,2350,31,481,Z,1,replays/3rdRun\43c363308eb54a63bfaf241e7576e5e3.SC2Replay,3075.8064516129034,11544.0
2016,StriKE,42,1175,10,461,T,0,replays/3rdRun\43c363308eb54a63bfaf241e7576e5e3.SC2Replay,2217.5,7744.8
2017,Clem,36,700,6,390,T,0,replays/3rdRun\43c527ff3d64471e98cfe9187088484d.SC2Replay,1916.6666666666667,5616.0
2018,lllIIIIllll,40,975,5,383,P,1,replays/3rdRun\43c527ff3d64471e98cfe9187088484d.SC2Replay,2195.0,6128.0
2019,ZhuGeLiang,15,1175,31,396,Z,0,replays/3rdRun\43cf9bf1c1b141a3b6770e969cf62a3c.SC2Replay,787.9032258064516,2376.0
2020,AdminC,26,1725,20,418,Z,1,replays/3rdRun\43cf9bf1c1b141a3b6770e969cf62a3c.SC2Replay,1386.25,4347.2
2021,jjakji,54,4750,49,890,T,0,replays/3rdRun\43cfacb7e44644038e52d926f95b1ab5.SC2Replay,2796.938775510204,19224.0
2022,TYTY,63,5400,65,893,T,1,replays/3rdRun\43cfacb7e44644038e52d926f95b1ab5.SC2Replay,3233.076923076923,22503.600000000002
2023,TLO,63,6100,50,628,Z,1,replays/3rdRun\43d0dd0f11784c879b9264a3291af04b.SC2Replay,3272.0,15825.600000000002
2024,PandaBearMe,62,5050,41,631,Z,0,replays/3rdRun\43d0dd0f11784c879b9264a3291af04b.SC2Replay,3223.170731707317,15648.800000000001
2025,Revolution,64,3150,39,621,Z,0,replays/3rdRun\43d5bb24dfca41f0a063772febc406f1.SC2Replay,3280.769230769231,15897.6
2026,SpeCial,68,1750,10,640,T,1,replays/3rdRun\43d5bb24dfca41f0a063772febc406f1.SC2Replay,3575.0,17408.0
2027,Scarlett,57,2400,42,483,Z,1,replays/3rdRun\43dd2e04646b4a1da04157e1d609068b.SC2Replay,2907.1428571428573,11012.4
2028,Serral,56,3175,39,480,Z,0,replays/3rdRun\43dd2e04646b4a1da04157e1d609068b.SC2Replay,2881.4102564102564,10752.000000000002
2029,DnS,46,1025,4,392,P,1,replays/3rdRun\43df4bf91ac94f2898181a34c57f2b6b.SC2Replay,2556.25,7212.800000000001
2030,SouLeer,39,1300,14,403,Z,0,replays/3rdRun\43df4bf91ac94f2898181a34c57f2b6b.SC2Replay,2042.857142857143,6286.8
2031,GOStephano,21,2375,24,376,Z,0,replays/3rdRun\43ece52443ea4f448d81d3ab864fa9c9.SC2Replay,1148.9583333333333,3158.4
2032,HellraiseR,22,950,4,376,P,1,replays/3rdRun\43ece52443ea4f448d81d3ab864fa9c9.SC2Replay,1337.5,3308.8
2033,FanTaSy,47,2200,22,647,T,1,replays/3rdRun\44b1896cc9ed4a2db000f3601c7f41ec.SC2Replay,2450.0,12163.6
2034,PartinG,41,575,4,614,P,0,replays/3rdRun\44b1896cc9ed4a2db000f3601c7f41ec.SC2Replay,2193.75,10069.600000000002
2035,Damrud,30,1500,35,369,Z,0,replays/3rdRun\44b6e58db0dd43cb8cb4409dc832ef52.SC2Replay,1542.857142857143,4428.0
2036,BLY,36,1600,21,362,Z,1,replays/3rdRun\44b6e58db0dd43cb8cb4409dc832ef52.SC2Replay,1876.190476190476,5212.8
2037,Optimus,24,450,3,251,T,0,replays/3rdRun\44b8bb858a1e4b5baef1c96154df5153.SC2Replay,1350.0,2409.6000000000004
2038,Dayshi,25,300,3,250,T,1,replays/3rdRun\44b8bb858a1e4b5baef1c96154df5153.SC2Replay,1350.0,2500.0
2039,Clem,56,2375,30,558,T,1,replays/3rdRun\44bbe154afc64d7eb9c4be9e098ac782.SC2Replay,2879.1666666666665,12499.2
2040,Silky,69,3125,60,555,Z,0,replays/3rdRun\44bbe154afc64d7eb9c4be9e098ac782.SC2Replay,3502.083333333333,15318.0
2041,TSGSolar,31,1625,34,356,Z,0,replays/3rdRun\44c6c843ec694e169aa5718fd6925baf.SC2Replay,1597.7941176470588,4414.400000000001
2042,soO,39,1175,18,372,Z,1,replays/3rdRun\44c6c843ec694e169aa5718fd6925baf.SC2Replay,2015.2777777777776,5803.200000000001
2043,Nice,24,1050,8,354,P,1,replays/3rdRun\44dc82d0ccee473c96827f52e2af1e6b.SC2Replay,1331.25,3398.4000000000005
2044,YouRush,24,1275,29,360,Z,0,replays/3rdRun\44dc82d0ccee473c96827f52e2af1e6b.SC2Replay,1243.9655172413793,3456.0000000000005
2045,iaguz,65,3975,51,658,T,1,replays/3rdRun\44fa454beb514e71811466550cabba8b.SC2Replay,3327.9411764705883,17108.0
2046,TooDming,78,3550,56,614,Z,0,replays/3rdRun\44fa454beb514e71811466550cabba8b.SC2Replay,3963.392857142857,19156.800000000003
2047,Serral,29,3875,60,475,Z,0,replays/3rdRun\45a7348fce404b9b8edb8d86d8fddc27.SC2Replay,1514.5833333333333,5510.000000000001
2048,Reynor,33,2775,69,478,Z,1,replays/3rdRun\45a7348fce404b9b8edb8d86d8fddc27.SC2Replay,1690.2173913043478,6309.6
2049,Scarlett,66,5550,38,638,Z,1,replays/3rdRun\45ad601ef2f7426b82a8cc471d6bca64.SC2Replay,3446.0526315789475,16843.2
2050,AxImpact,75,5650,63,638,Z,0,replays/3rdRun\45ad601ef2f7426b82a8cc471d6bca64.SC2Replay,3839.68253968254,19140.0
2051,MaNa,49,625,3,540,P,0,replays/3rdRun\45bc7fc915794d5eab041dc1bbea71ab.SC2Replay,2658.333333333333,10584.0
2052,GuMiho,37,2575,30,561,T,1,replays/3rdRun\45bc7fc915794d5eab041dc1bbea71ab.SC2Replay,1935.8333333333333,8302.800000000001
2053,Bails,67,3825,18,765,P,1,replays/3rdRun\45e1c36ff94c4e8292d49d77714cc2dc.SC2Replay,3562.5,20502.0
2054,PandaBearMe,70,6850,109,774,Z,0,replays/3rdRun\45e1c36ff94c4e8292d49d77714cc2dc.SC2Replay,3562.844036697248,21672.0
2055,SouLeer,67,4250,36,635,Z,0,replays/3rdRun\45e2fa32106d4e48bc4b0bc1b0fe0d0a.SC2Replay,3468.055555555556,17018.0
2056,Lambo,71,4200,37,627,Z,1,replays/3rdRun\45e2fa32106d4e48bc4b0bc1b0fe0d0a.SC2Replay,3663.513513513513,17806.800000000003
2057,Demi,39,1850,26,433,Z,0,replays/3rdRun\45eaacf1f37f49ab92cd6840b85b4a55.SC2Replay,2021.1538461538464,6754.8
2058,SpeCial,37,1025,9,432,T,1,replays/3rdRun\45eaacf1f37f49ab92cd6840b85b4a55.SC2Replay,1963.888888888889,6393.6
2059,TIME,69,8525,91,1055,T,0,replays/3rdRun\46bcfd0d3fd14aca90376cee2dd6f984.SC2Replay,3543.6813186813188,29118.0
2060,Stephano,87,9175,231,1001,Z,1,replays/3rdRun\46bcfd0d3fd14aca90376cee2dd6f984.SC2Replay,4389.718614718615,34834.8
2061,iaguz,42,975,11,536,T,1,replays/3rdRun\46c701f9536a48a8934af36a72aeddf0.SC2Replay,2188.6363636363635,9004.800000000001
2062,PiG,24,2775,52,371,Z,0,replays/3rdRun\46c701f9536a48a8934af36a72aeddf0.SC2Replay,1253.3653846153843,3561.6000000000004
2063,Dana,45,3500,45,649,Z,1,replays/3rdRun\46d2e91cdb5d47a193499855840f69a5.SC2Replay,2327.777777777778,11682.0
2064,Elroye,37,1625,33,397,Z,0,replays/3rdRun\46d2e91cdb5d47a193499855840f69a5.SC2Replay,1899.242424242424,5875.6
2065,Zest,73,1000,5,767,P,1,replays/3rdRun\46d89013f14b45b3acfb6bdf16faaf33.SC2Replay,3850.0,22396.4
2066,JJAKJI,63,4150,44,772,T,0,replays/3rdRun\46d89013f14b45b3acfb6bdf16faaf33.SC2Replay,3244.318181818182,19454.4
2067,Lambo,81,11625,175,829,Z,0,replays/3rdRun\46da7fb9d07247e5b004b569b3aeedc3.SC2Replay,4116.428571428572,26859.6
2068,llllllllllll,76,3100,10,832,P,1,replays/3rdRun\46da7fb9d07247e5b004b569b3aeedc3.SC2Replay,4110.0,25292.800000000003
2069,Maru,45,3325,23,570,T,1,replays/3rdRun\46f1bfc3c8c84558bb15350e75248b81.SC2Replay,2394.5652173913045,10260.0
2070,INnoVation,47,2475,26,559,T,0,replays/3rdRun\46f1bfc3c8c84558bb15350e75248b81.SC2Replay,2445.192307692308,10509.2
2071,Solar,79,9975,201,832,Z,1,replays/3rdRun\47b086a226bb44f3b05724eed873ff68.SC2Replay,3999.626865671642,26291.2
2072,lIIllllIIlll,77,8425,87,829,T,0,replays/3rdRun\47b086a226bb44f3b05724eed873ff68.SC2Replay,3946.83908045977,25533.2
2073,INnoVation,71,9200,81,1091,T,0,replays/3rdRun\47b3bd69f3e74f0fb2836b1f161d8889.SC2Replay,3663.58024691358,30984.4
2074,aLive,66,8875,104,946,T,1,replays/3rdRun\47b3bd69f3e74f0fb2836b1f161d8889.SC2Replay,3385.3365384615386,24974.4
2075,TRUE,80,11975,181,903,Z,1,replays/3rdRun\47c3e6a57a004a9d8e3b5341469d0d30.SC2Replay,4066.160220994475,28896.0
2076,uThermal,46,6000,93,897,T,0,replays/3rdRun\47c3e6a57a004a9d8e3b5341469d0d30.SC2Replay,2364.516129032258,16504.800000000003
2077,Dark,71,2800,24,693,Z,0,replays/3rdRun\47e297e1e7d24b26a40f9d12c5f3d5cd.SC2Replay,3666.6666666666665,19681.2
2078,INnoVation,61,2775,27,713,T,1,replays/3rdRun\47e297e1e7d24b26a40f9d12c5f3d5cd.SC2Replay,3152.777777777778,17397.2
2079,MaNa,74,3825,12,818,P,1,replays/3rdRun\47ff0de827774ce9a344d2c6f0ecbf02.SC2Replay,4018.75,24212.800000000003
2080,Lambo,71,7750,109,821,Z,0,replays/3rdRun\47ff0de827774ce9a344d2c6f0ecbf02.SC2Replay,3621.100917431193,23316.4
2081,GOStephano,61,7525,95,993,Z,1,replays/3rdRun\48ace0d46e894e5f81efda8370eb02a7.SC2Replay,3129.2105263157896,24229.2
2082,Zest,61,825,4,823,P,0,replays/3rdRun\48ace0d46e894e5f81efda8370eb02a7.SC2Replay,3256.25,20081.2
2083,Harstem,80,5475,18,959,P,0,replays/3rdRun\48cbbc9d1d7b4a94b0dc719be846bbc4.SC2Replay,4304.166666666667,30688.0
2084,JonSnow,76,11600,182,1032,Z,1,replays/3rdRun\48cbbc9d1d7b4a94b0dc719be846bbc4.SC2Replay,3863.736263736264,31372.800000000003
2085,iGiAsonu,35,975,14,319,Z,1,replays/3rdRun\48cf21a7c9a14f27b1aacadcca2980ae.SC2Replay,1819.642857142857,4466.0
2086,LiquidTLO,35,1500,29,357,Z,0,replays/3rdRun\48cf21a7c9a14f27b1aacadcca2980ae.SC2Replay,1801.7241379310344,4998.0
2087,PartinG,53,1100,4,897,P,1,replays/3rdRun\48d807e0af9c47d2b915aff60c4633ac.SC2Replay,2925.0,19016.4
2088,FanTaSy,47,3200,31,896,T,0,replays/3rdRun\48d807e0af9c47d2b915aff60c4633ac.SC2Replay,2453.2258064516127,16844.8
2089,Nice,59,2350,10,619,P,1,replays/3rdRun\49d20c9633164db4af46b108ba68f052.SC2Replay,3185.0,14608.400000000001
2090,jheffe,45,3275,37,634,T,0,replays/3rdRun\49d20c9633164db4af46b108ba68f052.SC2Replay,2338.5135135135133,11412.0
2091,Zest,51,1650,7,489,P,1,replays/3rdRun\50b308725a42493b8f161f3117db0a2d.SC2Replay,2785.714285714286,9975.6
2092,MMA,45,1350,16,489,T,0,replays/3rdRun\50b308725a42493b8f161f3117db0a2d.SC2Replay,2334.375,8802.0
2093,LiquidSnute,23,750,11,232,Z,1,replays/3rdRun\50b78d0fb8364330a8f4fdc273f72b63.SC2Replay,1218.1818181818182,2134.4
2094,Solar,13,1200,28,238,Z,0,replays/3rdRun\50b78d0fb8364330a8f4fdc273f72b63.SC2Replay,692.8571428571429,1237.6000000000001
2095,ShoWTimE,67,2475,8,851,P,1,replays/3rdRun\50f803db1bfd46089cfb67891c82c696.SC2Replay,3659.375,22806.8
2096,GAMETIME,68,8225,91,707,Z,0,replays/3rdRun\50f803db1bfd46089cfb67891c82c696.SC2Replay,3490.3846153846152,19230.4
2097,Dayshi,28,2275,13,657,T,0,replays/3rdRun\51b471f991324c17bf0b1c08d9ccd30d.SC2Replay,1575.0,7358.400000000001
2098,CMStormPolt,29,2350,17,653,T,1,replays/3rdRun\51b471f991324c17bf0b1c08d9ccd30d.SC2Replay,1588.235294117647,7574.800000000001
2099,Has,25,350,3,256,P,0,replays/3rdRun\51c04ec0ccdf454b91c4f1dc68a1a3a4.SC2Replay,1366.6666666666667,2560.0
2100,Dark,20,2375,38,403,Z,1,replays/3rdRun\51c04ec0ccdf454b91c4f1dc68a1a3a4.SC2Replay,1062.5,3224.0
2101,Solar,57,4850,39,513,Z,1,replays/3rdRun\51c4c7c7af6c40808b318c83fd48080b.SC2Replay,2974.3589743589746,11696.4
2102,herO,46,775,4,466,P,0,replays/3rdRun\51c4c7c7af6c40808b318c83fd48080b.SC2Replay,2493.75,8574.400000000001
2103,MMA,74,7500,40,808,T,1,replays/3rdRun\51d7657fdd4f4f68989b349317d98d9a.SC2Replay,3887.5,23916.800000000003
2104,DeMusliM,71,6225,58,801,T,0,replays/3rdRun\51d7657fdd4f4f68989b349317d98d9a.SC2Replay,3657.3275862068967,22748.4
2105,Harstem,80,2975,9,860,P,1,replays/3rdRun\51e615ae8bb7428b8a9912ed13d5ed46.SC2Replay,4330.555555555556,27520.0
2106,JonSnow,80,12275,140,868,Z,0,replays/3rdRun\51e615ae8bb7428b8a9912ed13d5ed46.SC2Replay,4087.678571428572,27776.0
2107,Neeb,57,1050,4,525,P,0,replays/3rdRun\51eb1085f83e4678bdf4e1be2cc76850.SC2Replay,3112.5,11970.0
2108,Nerchio,66,2050,32,533,Z,1,replays/3rdRun\51eb1085f83e4678bdf4e1be2cc76850.SC2Replay,3364.0625,14071.2
2109,DnS,49,600,4,478,P,1,replays/3rdRun\51ee1af513674ae3b975d62c0548a606.SC2Replay,2600.0,9368.800000000001
2110,EnDerr,47,3400,25,476,Z,0,replays/3rdRun\51ee1af513674ae3b975d62c0548a606.SC2Replay,2486.0,8948.800000000001
2111,ArT,46,1850,10,523,P,1,replays/3rdRun\51f7e7a48c3f459884f62c0d57117ce3.SC2Replay,2485.0,9623.2
2112,HaPe,40,1500,8,546,P,0,replays/3rdRun\51f7e7a48c3f459884f62c0d57117ce3.SC2Replay,2187.5,8736.0
2113,Scarlett,21,1350,11,288,Z,0,replays/3rdRun\52be91fafcc244b38f1bb65a88576ab0.SC2Replay,1172.7272727272727,2419.2000000000003
2114,ShaDoWn,21,475,2,280,P,1,replays/3rdRun\52be91fafcc244b38f1bb65a88576ab0.SC2Replay,1287.5,2352.0
2115,Neeb,70,4800,18,790,P,1,replays/3rdRun\52e559fc63974a6bb57a55494577e1b7.SC2Replay,3766.6666666666665,22120.0
2116,Reynor,85,10250,127,867,Z,0,replays/3rdRun\52e559fc63974a6bb57a55494577e1b7.SC2Replay,4330.708661417323,29478.0
2117,Clem,65,3875,37,721,T,1,replays/3rdRun\52f2945a539c4852a4620897d95ce14e.SC2Replay,3354.7297297297296,18746.0
2118,Harstem,64,1450,6,716,P,0,replays/3rdRun\52f2945a539c4852a4620897d95ce14e.SC2Replay,3441.6666666666665,18329.600000000002
2119,Patience,48,1150,4,559,P,0,replays/3rdRun\52f3043f9fbf46af8e46584b6bb055f9.SC2Replay,2687.5,10732.800000000001
2120,lIIllllIIlll,53,1925,16,546,T,1,replays/3rdRun\52f3043f9fbf46af8e46584b6bb055f9.SC2Replay,2770.3125,11575.2
2121,Cham,13,1025,27,321,Z,0,replays/3rdRun\52f387f585a0429594fac7fff8c045c4.SC2Replay,687.9629629629629,1669.2
2122,Nerchio,18,1025,19,323,Z,1,replays/3rdRun\52f387f585a0429594fac7fff8c045c4.SC2Replay,953.9473684210526,2325.6
2123,LiquidSnute,37,850,10,474,Z,1,replays/3rdRun\53a273bb0caa40399a09b2486715bc3b.SC2Replay,1935.0,7015.200000000001
2124,Nerchio,35,1150,12,474,Z,0,replays/3rdRun\53a273bb0caa40399a09b2486715bc3b.SC2Replay,1845.8333333333333,6636.0
2125,Solar,21,200,2,187,Z,0,replays/3rdRun\53aadc119b414fc788d495e89bc750a5.SC2Replay,1150.0,1570.8
2126,soO,13,700,17,181,Z,1,replays/3rdRun\53aadc119b414fc788d495e89bc750a5.SC2Replay,691.1764705882352,941.2
2127,Serral,20,600,10,212,Z,1,replays/3rdRun\53bbb2947b2b45408a80eb817da0ff9e.SC2Replay,1060.0,1696.0
2128,LiquidSnute,24,200,2,216,Z,0,replays/3rdRun\53bbb2947b2b45408a80eb817da0ff9e.SC2Replay,1300.0,2073.6000000000004
2129,Kelazhur,59,3150,38,653,T,1,replays/3rdRun\53bf4b022d1f4beeb075694726b9608f.SC2Replay,3032.894736842105,15410.800000000001
2130,ByRada,49,6550,54,664,Z,0,replays/3rdRun\53bf4b022d1f4beeb075694726b9608f.SC2Replay,2571.296296296296,13014.400000000001
2131,DnS,23,1050,6,298,P,0,replays/3rdRun\53f55f12d1d44615ac1652176b4eb946.SC2Replay,1325.0,2741.6000000000004
2132,FeaR,27,1050,6,295,P,1,replays/3rdRun\53f55f12d1d44615ac1652176b4eb946.SC2Replay,1525.0,3186.0
2133,HellraiseR,65,2425,9,655,P,0,replays/3rdRun\54a0639187174fb09f981801b67f6c76.SC2Replay,3519.4444444444443,17030.0
2134,TSGSolar,81,5725,57,657,Z,1,replays/3rdRun\54a0639187174fb09f981801b67f6c76.SC2Replay,4150.438596491228,21286.8
2135,Harstem,39,500,3,361,P,1,replays/3rdRun\54be21e2e8984020a31088832c9f3b1a.SC2Replay,2116.6666666666665,5631.6
2136,Neuro,34,1600,28,361,Z,0,replays/3rdRun\54be21e2e8984020a31088832c9f3b1a.SC2Replay,1757.142857142857,4909.6
2137,FanTaSy,52,2600,29,649,T,1,replays/3rdRun\54c690b16cc54280be8f9dc2d9d29458.SC2Replay,2689.655172413793,13499.2
2138,Geralt,53,875,4,647,P,0,replays/3rdRun\54c690b16cc54280be8f9dc2d9d29458.SC2Replay,2868.75,13716.400000000001
2139,Zest,40,375,2,467,P,1,replays/3rdRun\54d4ba170dcf4f62a0ae20794dc4f800.SC2Replay,2187.5,7472.0
2140,MMA,45,300,5,439,T,0,replays/3rdRun\54d4ba170dcf4f62a0ae20794dc4f800.SC2Replay,2310.0,7902.0
2141,Toodming,34,1100,13,322,Z,0,replays/3rdRun\54d859f5389a4dd3bed5466cf4552f03.SC2Replay,1784.6153846153843,4379.200000000001
2142,INnoVation,30,400,5,320,T,1,replays/3rdRun\54d859f5389a4dd3bed5466cf4552f03.SC2Replay,1580.0,3840.0
2143,ShoWTimE,55,1350,6,741,P,1,replays/3rdRun\54e760e7be434b2db936a203933acbee.SC2Replay,2975.0,16302.0
2144,ExpecT,46,3625,40,724,T,0,replays/3rdRun\54e760e7be434b2db936a203933acbee.SC2Replay,2390.625,13321.600000000002
2145,MaNa,67,1800,7,647,P,1,replays/3rdRun\55b1570b9bc14a3aaf005c1f8b0f9079.SC2Replay,3607.142857142857,17339.600000000002
2146,MightyKiwi,51,1300,19,625,Z,0,replays/3rdRun\55b1570b9bc14a3aaf005c1f8b0f9079.SC2Replay,2618.4210526315787,12750.000000000002
2147,Oobios,47,2925,43,495,Z,1,replays/3rdRun\55c20637b8a34b829a4c6da690325c8f.SC2Replay,2418.0232558139533,9306.0
2148,RaiN,35,700,5,452,P,0,replays/3rdRun\55c20637b8a34b829a4c6da690325c8f.SC2Replay,1890.0,6328.0
2149,Elazer,63,2200,29,490,Z,1,replays/3rdRun\55d7c2712fe94b4f86a2716ae8c8e492.SC2Replay,3225.862068965517,12348.000000000002
2150,Harstem,56,1000,6,504,P,0,replays/3rdRun\55d7c2712fe94b4f86a2716ae8c8e492.SC2Replay,2966.6666666666665,11289.6
2151,Rex,57,5375,69,650,Z,0,replays/3rdRun\55d8c9868cf74def93ba69267b48df07.SC2Replay,2927.898550724637,14820.0
2152,Expect,60,3500,40,647,T,1,replays/3rdRun\55d8c9868cf74def93ba69267b48df07.SC2Replay,3087.5,15528.0
2153,Elazer,14,2200,13,393,Z,0,replays/3rdRun\55e628f889aa46a59b6bdb85d4ac429a.SC2Replay,869.2307692307693,2200.8
2154,HeroMarine,25,200,3,245,T,1,replays/3rdRun\55e628f889aa46a59b6bdb85d4ac429a.SC2Replay,1316.6666666666667,2450.0
2155,Zest,61,3125,12,781,P,1,replays/3rdRun\55f3c5ecf05a4ca0a02207038941b255.SC2Replay,3310.4166666666665,19056.4
2156,Scarlett,73,6500,83,990,Z,0,replays/3rdRun\55f3c5ecf05a4ca0a02207038941b255.SC2Replay,3728.313253012048,28908.000000000004
2157,Cham,33,975,13,449,Z,0,replays/3rdRun\56a5010467cb453aa0c82f05913a20fc.SC2Replay,1725.0,5926.8
2158,Scarlett,40,1000,10,448,Z,1,replays/3rdRun\56a5010467cb453aa0c82f05913a20fc.SC2Replay,2100.0,7168.0
2159,PtitDrogo,49,800,5,481,P,1,replays/3rdRun\56d1dc89a3404ef9a0c2c7550c0a4145.SC2Replay,2610.0,9427.6
2160,DeMusliM,48,1550,11,473,T,0,replays/3rdRun\56d1dc89a3404ef9a0c2c7550c0a4145.SC2Replay,2540.909090909091,9081.600000000002
2161,Patience,48,725,5,411,P,0,replays/3rdRun\56db588384544b1fb8cf07fb0e43ad7b.SC2Replay,2545.0,7891.200000000001
2162,Solar,52,2825,60,503,Z,1,replays/3rdRun\56db588384544b1fb8cf07fb0e43ad7b.SC2Replay,2647.083333333333,10462.4
2163,RiSky,46,1975,17,413,Z,1,replays/3rdRun\56de3956fd9a471d84345d0f2a5dfda7.SC2Replay,2416.176470588235,7599.200000000001
2164,Sioras,31,2700,39,419,Z,0,replays/3rdRun\56de3956fd9a471d84345d0f2a5dfda7.SC2Replay,1619.2307692307693,5195.6
2165,OGZest,54,2600,10,816,P,1,replays/3rdRun\56e77b3638404879937d532f43753c5a.SC2Replay,2960.0,17625.600000000002
2166,Elazer,55,13500,117,1128,Z,0,replays/3rdRun\56e77b3638404879937d532f43753c5a.SC2Replay,2865.3846153846152,24816.0
2167,ShaDoWn,50,550,2,618,P,1,replays/3rdRun\56ef377b46ac4d0dab9c79b8b15e8c60.SC2Replay,2775.0,12360.0
2168,Semper,43,1275,12,569,T,0,replays/3rdRun\56ef377b46ac4d0dab9c79b8b15e8c60.SC2Replay,2256.25,9786.8
2169,TRUE,37,2325,57,449,Z,1,replays/3rdRun\56fc1f41adcc4b20862f2fd6da935e8c.SC2Replay,1890.7894736842104,6645.200000000001
2170,PiLiPiLi,44,700,4,446,P,0,replays/3rdRun\56fc1f41adcc4b20862f2fd6da935e8c.SC2Replay,2375.0,7849.6
2171,Cham,49,5350,48,630,Z,0,replays/3rdRun\57a898b8c37b43a18d2dc4816b004611.SC2Replay,2561.458333333333,12348.0
2172,Scarlett,62,6450,66,631,Z,1,replays/3rdRun\57a898b8c37b43a18d2dc4816b004611.SC2Replay,3197.7272727272725,15648.800000000001
2173,soO,16,2050,33,360,Z,0,replays/3rdRun\57ab9f51e3454ed8be23978a9919a063.SC2Replay,862.1212121212121,2304.0
2174,lIIllllIIlll,29,700,11,356,T,1,replays/3rdRun\57ab9f51e3454ed8be23978a9919a063.SC2Replay,1513.6363636363635,4129.6
2175,HateMe,56,7950,63,947,Z,0,replays/3rdRun\57b45abfca794d69ab2bf4b42ac13216.SC2Replay,2926.190476190476,21212.800000000003
2176,TYTY,52,3700,41,931,T,1,replays/3rdRun\57b45abfca794d69ab2bf4b42ac13216.SC2Replay,2690.243902439024,19364.8
2177,ShoWTimE,37,1750,8,729,P,0,replays/3rdRun\57b5157140d3439d9bbfc3aefd7015bd.SC2Replay,2068.75,10789.2
2178,Neeb,42,2050,9,697,P,1,replays/3rdRun\57b5157140d3439d9bbfc3aefd7015bd.SC2Replay,2327.777777777778,11709.6
2179,INnoVation,78,8275,88,1036,T,1,replays/3rdRun\57c6d17b46b74f20a2633bfc83d1b92f.SC2Replay,3994.034090909091,32323.200000000004
2180,Stephano,65,11075,189,1104,Z,0,replays/3rdRun\57c6d17b46b74f20a2633bfc83d1b92f.SC2Replay,3308.5978835978835,28704.0
2181,LiquidTLO,24,1125,23,326,Z,1,replays/3rdRun\57d374d15e9843be9f586df3ca61722b.SC2Replay,1248.9130434782608,3129.6000000000004
2182,Dana,26,1075,23,322,Z,0,replays/3rdRun\57d374d15e9843be9f586df3ca61722b.SC2Replay,1346.7391304347825,3348.8
2183,ReiGN,41,675,4,375,P,1,replays/3rdRun\57db168d8eff47d2a6d21d9891052797.SC2Replay,2218.75,6150.000000000001
2184,aLo,39,1000,15,373,Z,0,replays/3rdRun\57db168d8eff47d2a6d21d9891052797.SC2Replay,2016.6666666666667,5818.8
2185,iGRushcrazy,56,1425,7,580,P,0,replays/3rdRun\57dbc84d08124416a5d54617a1634643.SC2Replay,3003.5714285714284,12992.000000000002
2186,iGXiGua,64,4325,44,580,Z,1,replays/3rdRun\57dbc84d08124416a5d54617a1634643.SC2Replay,3298.2954545454545,14848.0
2187,HeRoMaRinE,44,1825,15,457,T,0,replays/3rdRun\57dc6a030f0c4101986732b5699b14dc.SC2Replay,2321.6666666666665,8043.200000000001
2188,soO,55,3150,40,463,Z,1,replays/3rdRun\57dc6a030f0c4101986732b5699b14dc.SC2Replay,2828.75,10186.0
2189,GAMETIME,73,7750,59,754,Z,0,replays/3rdRun\57e4ccddea8844f6bc8392e46b6bc966.SC2Replay,3781.35593220339,22016.800000000003
2190,Caliber,72,4200,16,710,P,1,replays/3rdRun\57e4ccddea8844f6bc8392e46b6bc966.SC2Replay,3862.5,20448.0
2191,Serral,60,10750,93,886,Z,1,replays/3rdRun\57ea6578baaa49849cfda735f26976c0.SC2Replay,3115.5913978494623,21264.0
